chrom	length	bases	mean	min	max
GL456383.1	38659	3721519	96.27	0	3159
GL456383.1_region	38659	3721519	96.27	0	3159
GL456385.1	35240	880417	24.98	0	87
GL456385.1_region	35240	880417	24.98	0	87
GL456387.1	24685	3008978	121.89	0	814
GL456387.1_region	24685	3008978	121.89	0	814
GL456389.1	28772	2234088	77.65	0	4211
GL456389.1_region	28772	2234088	77.65	0	4211
GL456390.1	24668	4731916	191.82	0	4152
GL456390.1_region	24668	4731916	191.82	0	4152
GL456392.1	23629	4715247	199.55	0	8179
GL456392.1_region	23629	4715247	199.55	0	8179
GL456394.1	24323	1359581	55.90	0	820
GL456394.1_region	24323	1359581	55.90	0	820
GL456396.1	21240	4271510	201.11	0	3063
GL456396.1_region	21240	4271510	201.11	0	3063
JH584295.1	1976	35730	18.08	0	31
JH584295.1_region	1976	35730	18.08	0	31
JH584296.1	199368	4341756	21.78	0	82
JH584296.1_region	199368	4341756	21.78	0	82
JH584297.1	205776	4862256	23.63	0	89
JH584297.1_region	205776	4862256	23.63	0	89
JH584298.1	184189	4636032	25.17	0	103
JH584298.1_region	184189	4636032	25.17	0	103
JH584299.1	953012	26125490	27.41	0	225
JH584299.1_region	953012	26125490	27.41	0	225
JH584300.1	182347	13225	0.07	0	133
JH584300.1_region	182347	13225	0.07	0	133
JH584301.1	259875	46207	0.18	0	53
JH584301.1_region	259875	46207	0.18	0	53
JH584302.1	155838	11869	0.08	0	11
JH584302.1_region	155838	11869	0.08	0	11
JH584303.1	158099	110874	0.70	0	51
JH584303.1_region	158099	110874	0.70	0	51
JH584304.1	114452	147343131	1287.38	0	21290
JH584304.1_region	114452	147343131	1287.38	0	21290
MU069434.1	8412	302018	35.90	0	91
MU069434.1_region	8412	302018	35.90	0	91
MU069435.1	31129	45446347	1459.94	0	4513
MU069435.1_region	31129	45446347	1459.94	0	4513
total	2728222451	87088977018	31.92	0	10137459
total_region	2728222451	87088977018	31.92	0	10137459
