chrom	length	bases	mean	min	max
JH584300.1	182347	8796	0.05	0	91
JH584300.1_region	182347	8796	0.05	0	91
JH584301.1	259875	27408	0.11	0	24
JH584301.1_region	259875	27408	0.11	0	24
JH584302.1	155838	7934	0.05	0	15
JH584302.1_region	155838	7934	0.05	0	15
JH584303.1	158099	76037	0.48	0	32
JH584303.1_region	158099	76037	0.48	0	32
JH584304.1	114452	121721990	1063.52	0	19056
JH584304.1_region	114452	121721990	1063.52	0	19056
MU069434.1	8412	324729	38.60	0	103
MU069434.1_region	8412	324729	38.60	0	103
MU069435.1	31129	29020307	932.26	0	3132
MU069435.1_region	31129	29020307	932.26	0	3132
total	2728222451	55860213231	20.47	0	13665115
total_region	2728222451	55860213231	20.47	0	13665115
