chrom	length	bases	mean	min	max
GL456396.1_region	21240	4336757	204.18	0	3269
JH584295.1	1976	83798	42.41	0	67
JH584295.1_region	1976	83798	42.41	0	67
JH584296.1	199368	146429	0.73	0	52
JH584296.1_region	199368	146429	0.73	0	52
JH584297.1	205776	296607	1.44	0	62
JH584297.1_region	205776	296607	1.44	0	62
JH584298.1	184189	0	0.00	0	0
JH584298.1_region	184189	0	0.00	0	0
JH584299.1	953012	4723050	4.96	0	80
JH584299.1_region	953012	4723050	4.96	0	80
JH584300.1	182347	0	0.00	0	0
JH584300.1_region	182347	0	0.00	0	0
JH584301.1	259875	40	0.00	0	1
JH584301.1_region	259875	40	0.00	0	1
JH584302.1	155838	0	0.00	0	0
JH584302.1_region	155838	0	0.00	0	0
JH584303.1	158099	0	0.00	0	0
JH584303.1_region	158099	0	0.00	0	0
JH584304.1	114452	68667838	599.97	0	9751
JH584304.1_region	114452	68667838	599.97	0	9751
MU069434.1	8412	410800	48.83	0	128
MU069434.1_region	8412	410800	48.83	0	128
MU069435.1	31129	63663929	2045.16	0	8179
MU069435.1_region	31129	63663929	2045.16	0	8179
total	2728222451	77286565411	28.33	0	74561
total_region	2728222451	77286565411	28.33	0	74561
