chrom	length	bases	mean	min	max
JH584295.1	1976	52852	26.75	0	48
JH584295.1_region	1976	52852	26.75	0	48
JH584296.1	199368	12685	0.06	0	24
JH584296.1_region	199368	12685	0.06	0	24
JH584297.1	205776	125105	0.61	0	44
JH584297.1_region	205776	125105	0.61	0	44
JH584298.1	184189	0	0.00	0	0
JH584298.1_region	184189	0	0.00	0	0
JH584299.1	953012	1806686	1.90	0	67
JH584299.1_region	953012	1806686	1.90	0	67
JH584300.1	182347	0	0.00	0	0
JH584300.1_region	182347	0	0.00	0	0
JH584301.1	259875	0	0.00	0	0
JH584301.1_region	259875	0	0.00	0	0
JH584302.1	155838	0	0.00	0	0
JH584302.1_region	155838	0	0.00	0	0
JH584303.1	158099	0	0.00	0	0
JH584303.1_region	158099	0	0.00	0	0
JH584304.1	114452	56446167	493.19	0	8482
JH584304.1_region	114452	56446167	493.19	0	8482
MU069434.1	8412	224300	26.66	0	74
MU069434.1_region	8412	224300	26.66	0	74
MU069435.1	31129	32519085	1044.66	0	4420
MU069435.1_region	31129	32519085	1044.66	0	4420
total	2728222451	58077403419	21.29	0	53842
total_region	2728222451	58077403419	21.29	0	53842
