chrom	length	bases	mean	min	max
GL456379.1	72385	0	0.00	0	0
GL456379.1_region	72385	0	0.00	0	0
GL456381.1	25871	1148033	44.38	0	334
GL456381.1_region	25871	1148033	44.38	0	334
GL456382.1	23158	243211	10.50	0	47
GL456382.1_region	23158	243211	10.50	0	47
GL456383.1	38659	1778381	46.00	0	1257
GL456383.1_region	38659	1778381	46.00	0	1257
GL456385.1	35240	546910	15.52	0	76
GL456385.1_region	35240	546910	15.52	0	76
GL456387.1	24685	1667418	67.55	0	480
GL456387.1_region	24685	1667418	67.55	0	480
GL456389.1	28772	1059261	36.82	0	1711
GL456389.1_region	28772	1059261	36.82	0	1711
GL456390.1	24668	2804508	113.69	0	2631
GL456390.1_region	24668	2804508	113.69	0	2631
GL456392.1	23629	2607184	110.34	0	4393
GL456392.1_region	23629	2607184	110.34	0	4393
GL456394.1	24323	766360	31.51	0	323
GL456394.1_region	24323	766360	31.51	0	323
GL456396.1	21240	2498783	117.65	0	2027
GL456396.1_region	21240	2498783	117.65	0	2027
JH584295.1	1976	40984	20.74	0	43
JH584295.1_region	1976	40984	20.74	0	43
JH584296.1	199368	7604	0.04	0	13
JH584296.1_region	199368	7604	0.04	0	13
JH584297.1	205776	125956	0.61	0	55
JH584297.1_region	205776	125956	0.61	0	55
JH584298.1	184189	0	0.00	0	0
JH584298.1_region	184189	0	0.00	0	0
JH584299.1	953012	1686739	1.77	0	54
JH584299.1_region	953012	1686739	1.77	0	54
JH584300.1	182347	0	0.00	0	0
JH584300.1_region	182347	0	0.00	0	0
JH584301.1	259875	60	0.00	0	1
JH584301.1_region	259875	60	0.00	0	1
JH584302.1	155838	0	0.00	0	0
JH584302.1_region	155838	0	0.00	0	0
JH584303.1	158099	0	0.00	0	0
JH584303.1_region	158099	0	0.00	0	0
JH584304.1	114452	46302458	404.56	0	7536
JH584304.1_region	114452	46302458	404.56	0	7536
MU069434.1	8412	190476	22.64	0	57
MU069434.1_region	8412	190476	22.64	0	57
MU069435.1	31129	28495587	915.40	0	3810
MU069435.1_region	31129	28495587	915.40	0	3810
total	2728222451	48801746114	17.89	0	54086
total_region	2728222451	48801746114	17.89	0	54086
