gene_id,gene_name,8h_1,8h_2,8h_3,Control_1,Control_2,Control_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000141627,DYM,1738,1619,1461,8599,11207,8563,4551.779121460573,-2.5167548703317286,0.061792278292748415,0,0,Down
ENSG00000142534,RPS11,69601,63009,57226,11279,12687,11177,34883.818063774714,2.4618318864199917,0.04913170430136224,0,0,Up
ENSG00000143190,POU2F1,1671,1476,1318,8526,10326,8218,4470.556985788495,-2.5642377019891542,0.06471933196469042,0,0,Down
ENSG00000143207,COP1,1985,1759,1584,17430,21005,19518,8937.494911074233,-3.41086534100853,0.06966907026372975,0,0,Down
ENSG00000143669,LYST,13688,12819,11956,67354,80782,66364,35312.6464055934,-2.4423710734997086,0.04657985301505109,0,0,Down
ENSG00000143919,CAMKMT,169,152,122,10732,14007,11246,4997.72823547585,-6.306044854777835,0.09363344505464738,0,0,Down
ENSG00000143951,WDPCP,184,142,164,7194,9051,7592,3367.2255019139648,-5.565716253558537,0.09002960306890347,0,0,Down
ENSG00000143995,MEIS1,1250,1146,1046,7767,9488,7818,4086.1980554890506,-2.8271047965430296,0.07117797673539628,0,0,Down
ENSG00000144218,AFF3,1373,1197,1042,25322,31398,27343,12359.430928111587,-4.508007617239207,0.05290063909004679,0,0,Down
ENSG00000144445,KANSL1L,419,340,302,5568,6341,6123,2738.0873885108326,-4.057406605352224,0.09386727839331972,0,0,Down
ENSG00000144535,DIS3L2,618,584,496,4956,6531,5202,2670.6429439832577,-3.256739505013441,0.07196340670597534,0,0,Down
ENSG00000144619,CNTN4,263,268,244,34255,40414,34562,15150.315043811352,-7.103982753152927,0.07095728475701653,0,0,Down
ENSG00000145012,LPP,843,860,748,15029,18857,17474,7716.396389912637,-4.349841266346914,0.09421518798957809,0,0,Down
ENSG00000145087,STXBP5L,379,344,323,6873,8747,6804,3147.0442838021577,-4.377625542497357,0.10630260810758313,0,0,Down
ENSG00000145349,CAMK2D,532,526,465,6406,7433,6805,3156.7887193387864,-3.7244466243651493,0.08602310416318175,0,0,Down
ENSG00000145375,AFG2A,400,385,330,10934,12669,9990,4735.53854525427,-4.875244749102803,0.09085216082734954,0,0,Down
ENSG00000145743,FBXL17,585,547,466,9483,9801,9189,4286.754869550144,-4.126502959533218,0.08011981128344263,0,0,Down
ENSG00000145781,COMMD10,502,454,446,12455,14130,13107,5763.958433361393,-4.790483624929432,0.06779544185460219,0,0,Down
ENSG00000145819,ARHGAP26,825,730,734,9832,12698,9516,4843.451463487658,-3.7636305155275442,0.06917034029414021,0,0,Down
ENSG00000145982,FARS2,495,457,434,12595,14687,12341,5780.866679498269,-4.801143680592691,0.07030032256873313,0,0,Down
ENSG00000145996,CDKAL1,749,679,641,16509,20218,18604,8177.88569541083,-4.706473690695823,0.06686423933284559,0,0,Down
ENSG00000146143,PRIM2,1285,1164,1169,9489,10797,10277,4695.521588264519,-3.0435607325307963,0.07605435753255697,0,0,Down
ENSG00000146426,TIAM2,61,45,54,3958,5012,4830,1963.3930850118772,-6.392753312493953,0.1608028447761811,0,0,Down
ENSG00000146776,ATXN7L1,401,341,316,7368,10004,8901,3914.2033867850623,-4.592948051731708,0.11915278730134603,0,0,Down
ENSG00000147202,DIAPH2,899,915,805,16868,21126,17101,8007.980373094138,-4.3552872158393825,0.05582168777470424,0,0,Down
ENSG00000147403,RPL10,73300,63721,62407,5133,6309,4649,33920.032447069105,3.6651715022557627,0.08785754126606606,0,0,Up
ENSG00000147421,HMBOX1,154,176,155,6011,8057,6780,3025.0375473316903,-5.379685060914782,0.11730678025440908,0,0,Down
ENSG00000147905,ZCCHC7,970,892,780,21110,24792,22010,9965.979666626748,-4.6513627156336215,0.06502047424759996,0,0,Down
ENSG00000148120,AOPEP,137,131,124,7886,10140,8994,3897.3672870822215,-6.068897384561574,0.10340603825516033,0,0,Down
ENSG00000148303,RPL7A,73039,66197,61887,9937,10122,8577,35898.20985828674,2.8380596589253733,0.06825419832683605,0,0,Up
ENSG00000148655,LRMDA,364,272,238,67827,82962,118186,40416.810433582585,-8.248587530437929,0.21418414522556584,0,0,Down
ENSG00000149273,RPS3,107209,94507,88715,14964,17373,14805,52410.8272269052,2.6528812557686976,0.05812513555863785,0,0,Up
ENSG00000149806,FAU,15884,13785,12892,926,958,841,7288.794689841523,3.9894165044890757,0.0757889277054339,0,0,Up
ENSG00000150471,ADGRL3,1156,1061,954,33960,40349,40476,16539.13068462557,-5.147004231472046,0.08477815124883695,0,0,Down
ENSG00000150995,ITPR1,1758,1588,1431,12031,15954,12220,6404.434667175941,-3.032814910817879,0.056343246415258535,0,0,Down
ENSG00000151466,SCLT1,616,536,538,8293,10033,8147,3788.598210005609,-3.930366616188741,0.0723364754095739,0,0,Down
ENSG00000151532,VTI1A,1244,1142,1033,26470,32992,29928,13308.77315163655,-4.6739815552033654,0.06267427005523353,0,0,Down
ENSG00000151883,PARP8,3550,3310,3087,33263,40363,35809,16794.97602991439,-3.4242435589898905,0.0501074767772693,0,0,Down
ENSG00000152061,RABGAP1L,1020,949,831,32434,40075,34572,15442.239488727175,-5.222774011811756,0.050177421799517986,0,0,Down
ENSG00000152270,PDE3B,1692,1410,1443,13252,14281,11624,6050.400369884369,-3.072196214490439,0.0732400271518861,0,0,Down
ENSG00000152520,PAN3,4083,3828,3604,53394,65589,58292,26726.60948269008,-3.9085589154121023,0.04388129497595861,0,0,Down
ENSG00000152601,MBNL1,9427,8869,7985,73000,87297,73871,36306.91802392901,-3.1204281823662043,0.04420430810469789,0,0,Down
ENSG00000152818,UTRN,1810,1690,1469,14589,16860,17144,7598.742724388114,-3.2598416780550776,0.07673513656515157,0,0,Down
ENSG00000153015,CWC27,1101,986,865,5465,6555,5982,2987.5167961946354,-2.576393741037543,0.06437404675112982,0,0,Down
ENSG00000153046,CDYL,945,891,781,7848,11592,9029,4367.258750594533,-3.3965678104815753,0.0883083864531494,0,0,Down
ENSG00000153250,RBMS1,2402,2059,2005,8334,10362,8529,4793.080389823703,-2.0376675144514946,0.05157195483000052,0,0,Down
ENSG00000153317,ASAP1,816,810,704,7029,9921,8404,3939.552040480422,-3.399960236394214,0.08368221304282358,0,0,Down
ENSG00000154229,PRKCA,1187,1139,981,11596,13824,12400,5684.412250541124,-3.481546790615823,0.06390777885353623,0,0,Down
ENSG00000154654,NCAM2,631,543,487,31515,37374,37134,15120.765688883175,-5.968142989994436,0.08085793581663742,0,0,Down
ENSG00000156052,GNAQ,3136,2827,2585,24531,30845,28337,13075.848302376524,-3.257728848288048,0.057109508900382695,0,0,Down
ENSG00000156110,ADK,2715,2375,2292,54208,67830,56709,26014.993418154045,-4.561624331362145,0.03952279774695501,0,0,Down
ENSG00000156508,EEF1A1,1138850,1040101,947984,168668,164746,157899,575934.0559254421,2.6906050803264114,0.06986881247310424,0,0,Up
ENSG00000156650,KAT6B,1723,1580,1458,8197,10093,8958,4459.0297300495795,-2.481592626166393,0.05914144864149865,0,0,Down
ENSG00000158019,BABAM2,544,553,488,6927,10014,7496,3591.537775564473,-3.895900401390051,0.0952149897534792,0,0,Down
ENSG00000158467,AHCYL2,416,341,334,4020,4894,4362,2007.549748640443,-3.569580515600718,0.07946281086211665,0,0,Down
ENSG00000158864,NDUFS2,7862,7397,6709,1126,1256,1183,3599.6777457350468,2.6509787995968574,0.0686563888098013,0,0,Up
ENSG00000160223,ICOSLG,3675,3570,3099,115,131,103,1585.9766097175393,4.917887270881167,0.11217996829619545,0,0,Up
ENSG00000160255,ITGB2,11402,10582,9600,2378,3083,2691,6619.617524467311,1.9878169979668157,0.051315577523882536,0,0,Up
ENSG00000161016,RPL8,109218,98014,90638,3934,4214,3635,50419.38750519471,4.6840567320295765,0.09799801957289224,0,0,Up
ENSG00000162244,RPL29,46670,42269,39306,6092,8110,6861,23337.61345567986,2.6405565587682576,0.06523366530632903,0,0,Up
ENSG00000162849,KIF26B,713,694,617,23620,31488,21818,10932.068305733987,-5.2020488022411335,0.08142600220539886,0,0,Down
ENSG00000163399,ATP1A1,6375,5947,5247,55,92,66,2715.090897329089,6.399326022954406,0.1236831171007732,0,0,Up
ENSG00000163590,PPM1L,399,352,322,6428,8580,6153,2972.5298648979765,-4.255705458613637,0.09845950752578302,0,0,Down
ENSG00000163635,ATXN7,747,717,651,4642,5795,5020,2525.299048981908,-2.8317748495705852,0.06640134661890379,0,0,Down
ENSG00000164329,TENT2,1735,1646,1497,6901,8112,6920,3801.4417646198326,-2.133784747423143,0.05247295956695279,0,0,Down
ENSG00000164494,PDSS2,734,629,594,10167,13083,12018,5175.777170284448,-4.1340501292428975,0.09654286846139279,0,0,Down
ENSG00000164587,RPS14,56716,49528,48334,3945,4881,3875,27478.244919696288,3.639550283671514,0.06224414031128937,0,0,Up
ENSG00000164597,COG5,1182,1187,1027,9911,12808,10985,5170.636654890713,-3.270926166303095,0.0734395807723375,0,0,Down
ENSG00000164808,SPIDR,1266,1166,1082,18334,22728,18726,8853.868218172203,-4.051388174531322,0.050003975824186676,0,0,Down
ENSG00000165476,REEP3,2992,2752,2510,12081,15413,12722,6562.130039076461,-2.2474698481220696,0.04549185642711072,0,0,Down
ENSG00000166024,R3HCC1L,981,927,843,5455,6602,5646,2984.807599942447,-2.649455992405246,0.0631315805555463,0,0,Down
ENSG00000166508,MCM7,8777,8124,7473,902,1216,1028,4283.744941343228,2.9883540684278245,0.06069406632665013,0,0,Up
ENSG00000167081,PBX3,2039,1908,1630,37111,42160,38566,17308.661706793813,-4.371362347845363,0.05067559697801934,0,0,Down
ENSG00000167526,RPL13,84859,78108,70689,5166,5493,5479,39511.307390805705,3.8761070712002756,0.09010669860087965,0,0,Up
ENSG00000167553,TUBA1C,9670,8918,7828,60,41,66,3694.1667814441016,7.318517809979172,0.17395947380767193,0,0,Up
ENSG00000167632,TRAPPC9,929,864,787,15298,20973,17743,8263.398186813478,-4.346683982824587,0.07533588312730503,0,0,Down
ENSG00000167996,FTH1,30806,28586,25382,371,440,381,9874.213701637782,6.181098423901817,0.11624303331469683,0,0,Up
ENSG00000168028,RPSA,68713,62318,58455,6275,6797,6150,30963.140077790023,3.326647717989304,0.07778847078638627,0,0,Up
ENSG00000168038,ULK4,109,97,110,3624,4089,3407,1653.3014834700168,-5.095397816947652,0.12535078593216048,0,0,Down
ENSG00000169398,PTK2,2087,1920,1783,11923,14702,11062,6075.68025182396,-2.662000416474324,0.06345614677478563,0,0,Down
ENSG00000169554,ZEB2,6079,5734,5048,66001,84028,72494,33897.92488790129,-3.686509060059589,0.04245139739269257,0,0,Down
ENSG00000170396,ZNF804A,255,253,206,34533,40280,32939,14760.553037752441,-7.2027107116085896,0.1068583205843114,0,0,Down
ENSG00000170832,USP32,2006,1870,1718,6578,7965,6598,3774.5756690965513,-1.8821896098442408,0.0459937254975802,0,0,Down
ENSG00000171004,HS6ST2,1099,961,873,10827,14424,10407,5462.801451540186,-3.561125022127574,0.07070272789142493,0,0,Down
ENSG00000171132,PRKCE,424,376,353,11178,16095,11076,5564.6662287048575,-5.006669379116024,0.09615387713404544,0,0,Down
ENSG00000171310,CHST11,5580,5245,4722,37379,49744,41500,20712.522188517676,-3.009094212565341,0.054522466752007406,0,0,Down
ENSG00000171314,PGAM1,28214,25460,23427,1978,2404,1823,12133.794022884287,3.6690504435187328,0.0589763817857779,0,0,Up
ENSG00000171509,RXFP1,355,382,307,7463,9333,7347,3439.8982404969993,-4.487677721828819,0.10380635601766626,0,0,Down
ENSG00000171988,JMJD1C,6500,6087,5513,40148,48122,45773,21309.43526615341,-2.855264485815292,0.06752905358244153,0,0,Down
ENSG00000172053,QARS1,11292,10065,9385,2157,2368,2087,5632.870655373531,2.2457044810849074,0.05248934945691221,0,0,Up
ENSG00000172340,SUCLG2,2331,2154,1996,8143,10165,8484,4842.357791590362,-2.010979630380169,0.04317002750777023,0,0,Down
ENSG00000172765,TMCC1,336,301,298,3882,5134,4142,2019.5395424293679,-3.7714930181051263,0.08416975171226218,0,0,Down
ENSG00000173517,PEAK1,1069,928,855,7314,9581,7699,3851.3076059813357,-3.068812767078515,0.07385409654706475,0,0,Down
ENSG00000173588,CEP83,704,708,642,10581,11878,10822,4867.389928407015,-3.983695698017118,0.06673697623582807,0,0,Down
ENSG00000174501,ANKRD36C,70,70,61,3911,4130,3842,1688.6803231127515,-5.851635536044981,0.14834826499244444,0,0,Down
ENSG00000174891,RSRC1,1557,1394,1378,18386,21749,17723,8778.142253411212,-3.7030567691845295,0.052854592922289126,0,0,Down
ENSG00000175166,PSMD2,7242,6479,5970,760,1046,848,3249.7532183496555,2.925444767809483,0.06833394744139909,0,0,Up
