chrom	length	bases	mean	min	max
JH584303.1	158099	57282	0.36	0	30
JH584303.1_region	158099	57282	0.36	0	30
JH584304.1	114452	154950548	1353.85	1	21908
JH584304.1_region	114452	154950548	1353.85	1	21908
MU069434.1	8412	228979	27.22	0	61
MU069434.1_region	8412	228979	27.22	0	61
MU069435.1	31129	36024775	1157.27	0	3763
MU069435.1_region	31129	36024775	1157.27	0	3763
total	2728222451	52499009686	19.24	0	9116382
total_region	2728222451	52499009686	19.24	0	9116382
