chrom	length	bases	mean	min	max
JH584301.1_region	259875	31556	0.12	0	33
JH584302.1	155838	7912	0.05	0	14
JH584302.1_region	155838	7912	0.05	0	14
JH584303.1	158099	80243	0.51	0	47
JH584303.1_region	158099	80243	0.51	0	47
JH584304.1	114452	113753953	993.90	0	17586
JH584304.1_region	114452	113753953	993.90	0	17586
MU069434.1	8412	304824	36.24	0	70
MU069434.1_region	8412	304824	36.24	0	70
MU069435.1	31129	38771177	1245.50	0	4073
MU069435.1_region	31129	38771177	1245.50	0	4073
total	2728222451	67775745881	24.84	0	16067970
total_region	2728222451	67775745881	24.84	0	16067970
