chrom	length	bases	mean	min	max
GL456219.1	175968	1611288	9.16	0	87
GL456219.1_region	175968	1611288	9.16	0	87
GL456221.1	206961	13058715	63.10	0	310
GL456221.1_region	206961	13058715	63.10	0	310
GL456233.2	559103	10778660	19.28	0	3220
GL456233.2_region	559103	10778660	19.28	0	3220
GL456239.1	40056	1078123	26.92	0	861
GL456239.1_region	40056	1078123	26.92	0	861
GL456354.1	195993	2726937	13.91	0	146
GL456354.1_region	195993	2726937	13.91	0	146
GL456359.1	22974	294318	12.81	0	44
GL456359.1_region	22974	294318	12.81	0	44
GL456360.1	31704	378712	11.95	0	32
GL456360.1_region	31704	378712	11.95	0	32
GL456366.1	47073	519474	11.04	0	53
GL456366.1_region	47073	519474	11.04	0	53
GL456367.1	42057	1346648	32.02	0	442
GL456367.1_region	42057	1346648	32.02	0	442
GL456368.1	20208	1295220	64.09	0	226
GL456368.1_region	20208	1295220	64.09	0	226
GL456370.1	26764	997177	37.26	0	3970
GL456370.1_region	26764	997177	37.26	0	3970
GL456372.1	28664	1129488	39.40	0	227
GL456372.1_region	28664	1129488	39.40	0	227
GL456378.1	31602	1690323	53.49	0	395
GL456378.1_region	31602	1690323	53.49	0	395
GL456379.1	72385	713881	9.86	0	59
GL456379.1_region	72385	713881	9.86	0	59
GL456381.1	25871	2423975	93.69	0	971
GL456381.1_region	25871	2423975	93.69	0	971
GL456382.1	23158	369775	15.97	0	54
GL456382.1_region	23158	369775	15.97	0	54
GL456383.1	38659	4879641	126.22	0	3424
GL456383.1_region	38659	4879641	126.22	0	3424
GL456385.1	35240	865718	24.57	0	64
GL456385.1_region	35240	865718	24.57	0	64
GL456387.1	24685	3387131	137.21	0	822
GL456387.1_region	24685	3387131	137.21	0	822
GL456389.1	28772	2649921	92.10	0	5212
GL456389.1_region	28772	2649921	92.10	0	5212
GL456390.1	24668	6377730	258.54	0	5293
GL456390.1_region	24668	6377730	258.54	0	5293
GL456392.1	23629	5680338	240.40	0	9427
GL456392.1_region	23629	5680338	240.40	0	9427
GL456394.1	24323	1376130	56.58	0	706
GL456394.1_region	24323	1376130	56.58	0	706
GL456396.1	21240	5266878	247.97	0	3528
GL456396.1_region	21240	5266878	247.97	0	3528
JH584295.1	1976	36471	18.46	0	39
JH584295.1_region	1976	36471	18.46	0	39
JH584296.1	199368	2486039	12.47	0	71
JH584296.1_region	199368	2486039	12.47	0	71
JH584297.1	205776	2795588	13.59	0	88
JH584297.1_region	205776	2795588	13.59	0	88
JH584298.1	184189	2653853	14.41	0	62
JH584298.1_region	184189	2653853	14.41	0	62
JH584299.1	953012	14912195	15.65	0	180
JH584299.1_region	953012	14912195	15.65	0	180
JH584300.1	182347	7585	0.04	0	71
JH584300.1_region	182347	7585	0.04	0	71
JH584301.1	259875	33027	0.13	0	23
JH584301.1_region	259875	33027	0.13	0	23
JH584302.1	155838	8611	0.06	0	8
JH584302.1_region	155838	8611	0.06	0	8
JH584303.1	158099	80243	0.51	0	46
JH584303.1_region	158099	80243	0.51	0	46
JH584304.1	114452	203099244	1774.54	3	25438
JH584304.1_region	114452	203099244	1774.54	3	25438
MU069434.1	8412	314708	37.41	0	74
MU069434.1_region	8412	314708	37.41	0	74
MU069435.1	31129	48521816	1558.73	0	5739
MU069435.1_region	31129	48521816	1558.73	0	5739
total	2728222451	70940642026	26.00	0	12573388
total_region	2728222451	70940642026	26.00	0	12573388
