chrom	length	bases	mean	min	max
JH584298.1	184189	2130818	11.57	0	68
JH584298.1_region	184189	2130818	11.57	0	68
JH584299.1	953012	13883070	14.57	0	178
JH584299.1_region	953012	13883070	14.57	0	178
JH584300.1	182347	1502741	8.24	0	95
JH584300.1_region	182347	1502741	8.24	0	95
JH584301.1	259875	1725141	6.64	0	44
JH584301.1_region	259875	1725141	6.64	0	44
JH584302.1	155838	1248399	8.01	0	32
JH584302.1_region	155838	1248399	8.01	0	32
JH584303.1	158099	1346247	8.52	0	35
JH584303.1_region	158099	1346247	8.52	0	35
JH584304.1	114452	132774829	1160.09	0	19499
JH584304.1_region	114452	132774829	1160.09	0	19499
MU069434.1	8412	319308	37.96	0	102
MU069434.1_region	8412	319308	37.96	0	102
MU069435.1	31129	55083160	1769.51	0	4875
MU069435.1_region	31129	55083160	1769.51	0	4875
TG_MTTH	254010	1032667	4.07	0	66
TG_MTTH_region	254010	1032667	4.07	0	66
TG_RAGH	38566	601425	15.59	0	42
TG_RAGH_region	38566	601425	15.59	0	42
total	2728515027	53849413601	19.74	0	13047162
total_region	2728515027	53849413601	19.74	0	13047162
