gene_id,gene_name,16h_1,16h_2,16h_3,8h_1,8h_2,8h_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000163513,TGFBR2,455,421,425,691,604,575,521.9342164002207,-0.31596460811524846,0.08552286087334318,7.190240885323595e-5,2.4702197820535796e-4,Down
ENSG00000129007,CALML4,182,140,115,129,82,65,119.22521092637619,0.6409319271048071,0.21121332149005217,7.242833584235846e-5,2.487641282779003e-4,Up
ENSG00000004961,HCCS,747,648,688,689,617,583,663.1569635862479,0.2928200590968726,0.078533234660627,7.268174585562934e-5,2.495696226586358e-4,Up
ENSG00000182108,DEXI,767,758,729,770,655,647,721.9900030977407,0.2771926283792983,0.07386731593486616,7.276290143042171e-5,2.4978337661734533e-4,Up
ENSG00000119048,UBE2B,996,912,920,1359,1300,1138,1092.8164852798143,-0.23470424569608106,0.061543770657845644,7.294976395048898e-5,2.503598002799509e-4,NS
ENSG00000132405,TBC1D14,2811,2713,2569,2885,2696,2566,2704.1795520864184,0.1605387796875106,0.041193743363176785,7.32193514542825e-5,2.512197587030472e-4,NS
ENSG00000205730,ITPRIPL2,604,623,591,1088,833,722,731.5141133313803,-0.3224091470667057,0.0876660433971428,7.37218609298484e-5,2.528782316890153e-4,Down
ENSG00000196547,MAN2A2,2738,2695,2193,2629,2440,2350,2505.088329700283,0.2026164634112978,0.05260894997640915,7.384245449841589e-5,2.532261487899219e-4,NS
ENSG00000165644,COMTD1,225,201,201,155,177,137,184.1018038532649,0.49362130562371315,0.14600561002824425,7.387481944634005e-5,2.532714035662925e-4,Up
ENSG00000197265,GTF2E2,805,733,658,739,688,562,697.1031830534882,0.294770144570499,0.07924010687456023,7.429962669030725e-5,2.546617295613566e-4,Up
ENSG00000196968,FUT11,311,287,276,481,426,406,359.45150256660213,-0.3663052580773564,0.10167125871076248,7.453543867595558e-5,2.554037217908198e-4,Down
ENSG00000109436,TBC1D9,21,15,21,74,57,40,36.48662109979137,-0.9027913095264559,0.3848314179080229,7.506446102956875e-5,2.5714978573598444e-4,Down
ENSG00000261150,EPPK1,2,3,1,19,18,22,10.354956646681796,-1.2675268599821625,0.9416816179390193,7.548835640846945e-5,2.5853490233932266e-4,Down
ENSG00000145882,PCYOX1L,282,290,254,206,222,220,247.75213640704948,0.4447362410555822,0.12835739203401017,7.577772570538679e-5,2.594586913048136e-4,Up
ENSG00000157778,PSMG3,769,755,757,775,635,668,728.1500838808254,0.28781839018820427,0.07725463384852678,7.586698489819483e-5,2.596970133315669e-4,Up
ENSG00000156469,MTERF3,548,411,445,412,387,382,432.5731240988406,0.37402658610070283,0.10432601407622273,7.592528738418335e-5,2.5982927278094133e-4,Up
ENSG00000163933,RFT1,1043,1006,1006,1067,938,888,991.8528428691475,0.24137948133848858,0.06361813037467175,7.601212068546102e-5,2.6005907576825385e-4,NS
ENSG00000182885,ADGRG3,2,2,1,26,19,13,9.81035193956532,-1.254576411280343,0.9916925916804027,7.621790791872006e-5,2.6069562964795446e-4,Down
ENSG00000121774,KHDRBS1,6560,6127,6010,8554,7771,6802,6910.2639314262215,-0.12604819554166904,0.03220284559654356,7.631147464455273e-5,2.6094811451306293e-4,NS
ENSG00000158864,NDUFS2,6136,5934,5806,7862,7397,6709,6592.70960700652,-0.11885324115087059,0.030336153818265446,7.662406592399428e-5,2.6194923235542985e-4,NS
ENSG00000009413,REV3L,1744,1619,1501,2278,2037,1980,1842.6491193364818,-0.1897653711786682,0.049213236136369264,7.690613780027889e-5,2.6284552476851656e-4,NS
ENSG00000173198,CYSLTR1,392,420,376,626,575,525,479.5966353424861,-0.32811418869916426,0.08973160257615875,7.718386278165853e-5,2.6372650088804094e-4,Down
ENSG00000130165,ELOF1,1247,1337,1271,1278,1239,1149,1255.7688630380344,0.23481564930751198,0.06180988967406137,7.73187195314657e-5,2.6411898685864947e-4,NS
ENSG00000060069,CTDP1,1566,1542,1449,1645,1481,1331,1500.5463480556946,0.20070083967966826,0.05224217924250628,7.748994806694978e-5,2.646354830210926e-4,NS
ENSG00000197323,TRIM33,1138,1061,1006,1510,1414,1318,1229.2402241946722,-0.2181996526203752,0.057118871253074494,7.757556859780534e-5,2.6485942839348886e-4,NS
ENSG00000156273,BACH1,635,570,560,947,812,719,697.6124470345948,-0.2868117269049578,0.07708250413004133,7.777888215292598e-5,2.654849831791814e-4,Down
ENSG00000152082,MZT2B,2967,2798,2696,3887,3476,3262,3154.1178766474322,-0.14829418299134967,0.03809553344916267,7.787269680692462e-5,2.657365555035886e-4,NS
ENSG00000107771,CCSER2,524,480,469,759,725,610,586.8833815843024,-0.3028111624939697,0.08198411607108058,7.839368351282818e-5,2.6744532410405344e-4,Down
ENSG00000162704,ARPC5,7591,7337,7148,9943,8983,8105,8120.416220331993,-0.11242813742139014,0.02871641444568975,7.875825396364046e-5,2.6861972370200864e-4,NS
ENSG00000121864,ZNF639,757,703,733,734,613,643,698.9212507100608,0.2917828558637781,0.07869995531019561,7.948041598721874e-5,2.710128352100958e-4,Up
ENSG00000059377,TBXAS1,709,749,734,722,687,587,699.4406758345488,0.2897694475822867,0.07812937238149349,8.006463384471776e-5,2.729344703277234e-4,Up
ENSG00000137414,FAM8A1,655,619,614,943,844,823,741.787441599483,-0.27088771038070886,0.0724700382384772,8.010603782027908e-5,2.7300517867406436e-4,Down
ENSG00000148158,SNX30,629,609,591,907,811,826,721.5146931506777,-0.2792190421098445,0.07496770937787253,8.030751165919134e-5,2.736212355732066e-4,Down
ENSG00000138794,CASP6,215,206,174,355,322,273,252.95434408023627,-0.42888554765079884,0.1233988140357526,8.069529393488941e-5,2.7487159545287287e-4,Down
ENSG00000146733,PSPH,892,779,834,827,780,706,804.1890259935403,0.2710429910921139,0.07255564447554587,8.075301046853086e-5,2.749973008558501e-4,Up
ENSG00000188786,MTF1,739,774,680,746,626,628,699.7302037675513,0.28586289563538553,0.0770001522587842,8.084584883322347e-5,2.7524251497896976e-4,Up
ENSG00000197128,ZNF772,94,71,82,182,153,133,116.43571534070699,-0.5809595378489447,0.18397892831400273,8.119180444135949e-5,2.763491272755494e-4,Down
ENSG00000205476,CCDC85C,95,111,112,77,62,61,87.55919106676782,0.6398186189656834,0.21335664865065163,8.140790200021401e-5,2.770132910452814e-4,Up
ENSG00000150967,ABCB9,260,271,225,221,198,177,226.37400776701415,0.44395078698167867,0.12883938147166946,8.163482330436239e-5,2.777139341710969e-4,Up
ENSG00000065135,GNAI3,2162,2015,1936,2845,2578,2365,2295.723959020888,-0.167464491387285,0.04335857457674201,8.226101038535798e-5,2.7971579066322965e-4,NS
ENSG00000153037,SRP19,1055,956,970,1023,921,872,966.6937630094317,0.24312483754707062,0.06445560401264874,8.226561435838267e-5,2.7971579066322965e-4,NS
ENSG00000095906,NUBP2,1435,1532,1382,1538,1380,1290,1425.9678597790846,0.21399630209346457,0.05618319537183917,8.291030008546957e-5,2.818352958655285e-4,NS
ENSG00000182310,SPACA6,19,20,10,50,50,51,32.3084326015977,-0.9227883178866088,0.40827042618706977,8.358154722601949e-5,2.8404397723698447e-4,Down
ENSG00000155287,SLC25A28,842,897,738,812,760,704,793.0114014917241,0.275367830281979,0.07403678979338058,8.390555596742493e-5,2.850717693488263e-4,Up
ENSG00000181649,PHLDA2,408,463,394,388,365,325,391.9561106477613,0.3632209180807289,0.10157727201904927,8.425041091944497e-5,2.861698404829374e-4,Up
ENSG00000065882,TBC1D1,2862,2831,2765,3078,2919,2495,2820.6158561403836,0.16716243635300387,0.043358515388464275,8.472630387499461e-5,2.877123241069915e-4,NS
ENSG00000118873,RAB3GAP2,2048,1882,1848,2682,2426,2280,2174.9540453185423,-0.17267452440872125,0.0448516272932155,8.476066107031307e-5,2.8775503975386605e-4,NS
ENSG00000175895,PLEKHF2,710,649,643,1047,896,822,784.6931788199333,-0.2674927457770604,0.0717501215525284,8.49826678010122e-5,2.8843462359485594e-4,Down
ENSG00000133703,KRAS,1120,1017,1046,1459,1488,1319,1230.3536099592206,-0.23405251653559336,0.06198265721869646,8.509555353794833e-5,2.887435924234492e-4,NS
ENSG00000097033,SH3GLB1,1005,912,945,1387,1249,1201,1105.716107391505,-0.23306885270742292,0.06170214635772518,8.513563312030089e-5,2.8880542244378324e-4,NS
ENSG00000187522,HSPA14,956,925,838,847,859,812,874.7464352906613,0.2636823862920026,0.07063829792920817,8.531946189211902e-5,2.8935473562129583e-4,Up
ENSG00000144580,CNOT9,2446,2309,2245,2566,2344,2118,2333.8815036472674,0.165991581972481,0.043067622415145876,8.550782012040894e-5,2.899191242625002e-4,NS
ENSG00000151458,ANKRD50,358,342,291,490,515,476,407.043876029662,-0.36411073586606835,0.10202941254689608,8.607125243156599e-5,2.917546070749824e-4,Down
ENSG00000100297,MCM5,3762,3612,3607,4121,3714,3365,3689.3143571415058,0.14603166014537866,0.0377492174844936,8.664598564138047e-5,2.9362744505759427e-4,NS
ENSG00000177885,GRB2,9104,8800,8670,10253,9227,8255,9024.406717109561,0.11519064187303898,0.029611813266898185,8.673906135395174e-5,2.93867491710196e-4,NS
ENSG00000154229,PRKCA,830,814,795,1187,1139,981,947.5700483231775,-0.2458583681618388,0.06548554742522597,8.687666111444822e-5,2.9425822181625334e-4,NS
ENSG00000154814,OXNAD1,367,356,380,319,280,312,338.1329160915311,0.39461080106170215,0.11229292349042333,8.707914556850167e-5,2.948684649914435e-4,Up
ENSG00000088035,ALG6,325,318,287,556,437,411,382.66872286268926,-0.3678446245436515,0.10340791982095356,8.778344500816923e-5,2.971045598511854e-4,Down
ENSG00000167208,SNX20,957,925,930,1378,1245,1143,1085.3022570317357,-0.23035200770356323,0.061047403815054004,8.778446996586906e-5,2.971045598511854e-4,NS
ENSG00000132185,FCRLA,103,85,96,193,169,154,130.68685599988356,-0.5460099451069237,0.16976001612841946,8.835219593660477e-5,2.98949440437992e-4,Down
ENSG00000166377,ATP9B,461,371,399,647,628,527,498.6105246866328,-0.33641628570112614,0.093294005140743,8.901032489966688e-5,3.0109918661016345e-4,Down
ENSG00000116857,TMEM9,332,340,328,518,497,462,407.9763466450929,-0.3469905407246655,0.09671514495779031,8.923665003236311e-5,3.0178752415603116e-4,Down
ENSG00000129515,SNX6,1489,1374,1316,1991,1809,1638,1586.828435185103,-0.1949163705457002,0.05112708802273088,8.963578882854178e-5,3.0305979472659226e-4,NS
ENSG00000198720,ANKRD13B,137,133,138,85,94,96,115.49131186354157,0.5780491815451675,0.18451459492769523,8.996717536778605e-5,3.0410240167166977e-4,Up
ENSG00000153563,CD8A,6,5,5,23,30,29,15.77732941001469,-1.1429569107658115,0.6576074102764892,9.006646195849575e-5,3.04289661908291e-4,Down
ENSG00000198690,FAN1,1280,1282,1056,1142,1070,1132,1162.7818739952972,0.26379086049194894,0.07093146582340308,9.006863450566306e-5,3.04289661908291e-4,Up
ENSG00000144426,NBEAL1,282,306,289,467,446,408,361.76916025083233,-0.3676658731168583,0.1035747722553309,9.039099102083294e-5,3.0530065551080405e-4,Down
ENSG00000111775,COX6A1,5944,5871,5883,6684,5989,5552,5975.983656240324,0.13322382975088204,0.03444740756828146,9.056972004443852e-5,3.058261464214583e-4,NS
ENSG00000147050,KDM6A,553,526,495,821,713,675,622.7903514097856,-0.28766632918387,0.07816324820064675,9.068815073800232e-5,3.061478118807421e-4,Down
ENSG00000140835,CHST4,205,202,246,167,168,153,192.28258107002114,0.4947463854479599,0.14907221709255639,9.097380519674194e-5,3.0703368788366573e-4,Up
ENSG00000136286,MYO1G,4421,4405,4045,4693,4484,4029,4337.672053487264,0.1356707599070088,0.035116956735580476,9.140941975711172e-5,3.0842509276065303e-4,NS
ENSG00000167680,SEMA6B,130,152,143,258,242,217,187.2891530064988,-0.4799843658767967,0.14349053107574636,9.19657768230089e-5,3.102230812260446e-4,Down
ENSG00000102805,CLN5,696,614,592,959,843,830,747.0938336242943,-0.2726386805097325,0.07376078061239116,9.339237929735226e-5,3.14954953459907e-4,Down
ENSG00000113387,SUB1,10351,9548,9294,11166,10154,9348,9945.544525274288,0.10388451012900968,0.026798503280716902,9.414210660391535e-5,3.173705438583889e-4,NS
ENSG00000141985,SH3GL1,1748,1707,1709,1895,1693,1464,1700.4722615953608,0.2022493728203216,0.05334157231798537,9.41567041493139e-5,3.173705438583889e-4,NS
ENSG00000135930,EIF4E2,2661,2712,2623,2896,2751,2329,2658.5338428108,0.17616948998554458,0.04613811857623734,9.497084130330314e-5,3.200330849631585e-4,NS
ENSG00000104388,RAB2A,2893,2677,2834,3010,2813,2573,2798.453449847484,0.17262614694155853,0.0451759531544764,9.523274163526406e-5,3.208338131633718e-4,NS
ENSG00000187446,CHP1,1614,1574,1491,2153,2049,1839,1770.8121780951333,-0.18519257099595302,0.04863413686601929,9.53376481048502e-5,3.211053643663996e-4,NS
ENSG00000171867,PRNP,1234,1139,1080,1223,1124,946,1122.7871574853864,0.2325741395064976,0.062044846152795395,9.574325395749248e-5,3.22389300341577e-4,NS
ENSG00000077463,SIRT6,1126,1207,1085,1186,1037,1022,1111.3503099655195,0.23690774036811435,0.06332919244985233,9.635407100775455e-5,3.243633987835569e-4,NS
ENSG00000087274,ADD1,2957,2896,2810,3961,3635,3282,3229.832109581222,-0.14720944615122,0.038325753697807656,9.651466470361979e-5,3.248212594826613e-4,NS
ENSG00000075142,SRI,846,736,780,780,699,691,756.7929278514072,0.27567946048377046,0.07490385625348508,9.753622708595862e-5,3.281757495509985e-4,Up
ENSG00000103496,STX4,1001,1012,943,1049,920,830,958.8202809038618,0.2417910003700732,0.06481584603654192,9.773472215852984e-5,3.287598991549529e-4,NS
ENSG00000183579,ZNRF3,307,252,258,239,209,205,246.1919811632676,0.4274330850792424,0.12496641172982458,9.960417803148749e-5,3.3487786369721225e-4,Up
ENSG00000292333,P2RY8,2820,2792,2699,3000,2878,2488,2775.5621530802896,0.16284915806475095,0.042635645578895535,9.958207943986842e-5,3.3487786369721225e-4,NS
ENSG00000151445,VIPAS39,579,509,504,826,728,681,629.9675701002707,-0.28811801265084697,0.07884666508918688,1.0012222220978565e-4,3.3653394099666695e-4,Down
ENSG00000056558,TRAF1,74,64,50,128,134,113,91.73144711745636,-0.6215030341390223,0.20853892766786575,1.0038023354837476e-4,3.373153677199073e-4,Down
ENSG00000158615,PPP1R15B,2469,2205,2158,2434,2338,2011,2265.2143442256347,0.17976903940067743,0.04731289811434239,1.0088373022048156e-4,3.389211104508576e-4,NS
ENSG00000136869,TLR4,193,176,190,314,293,287,238.865055757973,-0.43006287450522773,0.12612030633384222,1.016868179904135e-4,3.415322638808677e-4,Down
ENSG00000099860,GADD45B,1446,1407,1410,2051,1814,1693,1621.5762968611425,-0.19598579836204605,0.05185384534179056,1.0174168734943678e-4,3.4162971154970986e-4,NS
ENSG00000151470,C4orf33,240,217,198,374,329,317,274.8920015507967,-0.4033362754710321,0.11667640098696402,1.0178577069983738e-4,0.00034169090148804655,Down
ENSG00000122986,HVCN1,767,764,765,777,691,655,737.7509210373803,0.2698527919358951,0.07337812334191314,1.0216195687311121e-4,3.4286663351902933e-4,Up
ENSG00000089916,GPATCH2L,1599,1465,1346,2018,1913,1808,1676.1549326593172,-0.1977969731304656,0.05237783022486769,1.0220015230437464e-4,3.4290772280287e-4,NS
ENSG00000140474,ULK3,1750,1762,1563,1778,1585,1591,1671.21022621753,0.199932016185524,0.05298792787505374,1.0247669810649081e-4,3.4374831482129046e-4,NS
ENSG00000012963,UBR7,1660,1447,1463,2172,2057,1755,1740.7631661935538,-0.20235683020476294,0.053673867043202504,1.0254064199914753e-4,3.4387550830830874e-4,NS
ENSG00000086232,EIF2AK1,4055,3881,3711,4454,3850,3629,3919.6244315653557,0.1392804205978568,0.0363634674376286,1.0343924550854512e-4,3.468010025131709e-4,NS
ENSG00000139289,PHLDA1,112,115,107,217,208,162,150.46201472880557,-0.5143318719204235,0.15880471045773717,1.0386686298065411e-4,3.48146337027748e-4,Down
ENSG00000142227,EMP3,2587,2664,2684,2943,2616,2291,2627.982222888354,0.1888648851148203,0.04993350440058587,1.0393180303158019e-4,3.482756564687469e-4,NS
ENSG00000139880,CDH24,111,109,112,187,197,202,150.9356678012563,-0.5236900162047413,0.1627650880655294,1.0410809876832856e-4,3.4877796881996076e-4,Down
ENSG00000146072,TNFRSF21,492,444,496,730,692,626,573.5268992222703,-0.30873975016436406,0.08551626487786754,1.0427150190053718e-4,3.492368452754874e-4,Down
ENSG00000260007,ENSG00000260007,228,239,176,134,167,162,186.31335447803443,0.5165189427635722,0.1598652470080413,1.0492442637888912e-4,3.5133462892657425e-4,Up
ENSG00000185651,UBE2L3,2985,2949,2958,3256,3032,2668,2970.772115250095,0.16304501673943986,0.04284475161865509,1.0531208997550265e-4,3.525433607414027e-4,NS
ENSG00000005448,WDR54,51,44,56,98,114,109,77.30504621968976,-0.666618818961186,0.23549795273772856,1.0586156387054189e-4,3.5429302011688704e-4,Down
ENSG00000046651,OFD1,665,653,512,906,826,861,728.8428794193974,-0.3039282440963176,0.08413767340910094,1.0665615391787968e-4,3.568619300372105e-4,Down
ENSG00000103363,ELOB,2418,2531,2610,2698,2427,2290,2497.208884948434,0.197978202112578,0.052579696558093456,1.0671354405072219e-4,3.5696355887144106e-4,NS
ENSG00000125991,ERGIC3,4476,4373,4180,4970,4354,4097,4397.376191631114,0.13191963220238406,0.034474233622833424,1.073275234000028e-4,3.5892649118811365e-4,NS
ENSG00000048707,VPS13D,768,720,642,1066,952,890,829.9004299880633,-0.2555450986801915,0.06933273944889193,1.0766627981113683e-4,3.5995832044460093e-4,NS
ENSG00000141337,ARSG,193,160,149,145,114,102,144.53774924337407,0.5261541854232292,0.1643370607357687,1.0769055026999981e-4,3.5995832044460093e-4,Up
ENSG00000258947,TUBB3,58,43,53,128,104,92,77.60334383731843,-0.6526903731459652,0.22857514406177434,1.1092367354113193e-4,3.706713450933172e-4,Down
ENSG00000123144,TRIR,6824,6922,6642,7787,7029,6310,6901.393237961878,0.12507701204261992,0.03272209332071483,1.113109859879147e-4,3.7187156962283617e-4,NS
ENSG00000168286,THAP11,993,1013,912,1007,916,843,947.436254056076,0.23856273530861102,0.06446339943569987,1.1182917843458748e-4,3.7350832524170986e-4,NS
ENSG00000163714,U2SURP,4207,3930,3565,4298,3922,3708,3929.181615109558,0.14324814805492259,0.03762064754771167,1.1186367880904785e-4,3.7352913522970666e-4,NS
ENSG00000155465,SLC7A7,229,201,194,368,338,278,263.38950966808136,-0.41303491708927764,0.12102190529855013,1.122777832674345e-4,3.7481716784047806e-4,Down
ENSG00000095397,WHRN,7,10,8,44,29,29,20.243334550137813,-1.026627671007653,0.5424844823230724,1.1292386791695818e-4,3.768787741315404e-4,Down
ENSG00000105499,PLA2G4C,26,25,26,73,71,53,44.28671037917153,-0.7835650345906612,0.3173291052913948,1.1301875019293617e-4,3.771001884594105e-4,Down
ENSG00000139160,ETFBKMT,43,32,43,90,90,85,62.42384599197829,-0.7007934451771731,0.2591922351484974,1.1345919555976143e-4,3.784742112928876e-4,Down
ENSG00000102172,SMS,1939,1867,1825,2011,1881,1704,1869.4951358524638,0.17885733289229488,0.047432805851864594,1.1365187190721232e-4,3.790212477309431e-4,NS
ENSG00000187634,SAMD11,387,405,415,625,618,519,488.94465060141783,-0.3304821364204577,0.0930762039569628,1.1405575245141356e-4,3.8027218196833896e-4,Down
ENSG00000146094,DOK3,1887,2040,1757,1954,1932,1644,1868.0876349821133,0.20589237756133685,0.055068053424984935,1.1412517983884179e-4,3.804076693265935e-4,NS
ENSG00000154642,C21orf91,740,683,739,1073,951,954,848.4115541105041,-0.2653048560831405,0.07257768381498393,1.1438792014226468e-4,3.8118728596210426e-4,Down
ENSG00000204099,NEU4,13,16,9,42,53,34,26.832518188570816,-0.9467789733509948,0.45752255855351864,1.1468480405914749e-4,3.82080261228824e-4,Down
ENSG00000061676,NCKAP1,437,369,391,617,574,541,482.3022417072732,-0.32345234485346824,0.09086137653455155,1.1517721964751543e-4,3.8362404920660987e-4,Down
ENSG00000182504,CEP97,525,477,460,761,719,595,581.6459845093631,-0.2993111928419668,0.08318329756744935,1.1584721405553658e-4,3.857583768437008e-4,Down
ENSG00000197563,PIGN,1310,1157,1157,1291,1140,1050,1183.090246007731,0.22246820846581405,0.05991861137475389,1.1630863977827671e-4,3.871972933712195e-4,NS
ENSG00000135926,TMBIM1,873,899,854,1291,1140,1099,1015.9262732398292,-0.23505882099097153,0.06360995088687722,1.1645944609806402e-4,3.8760167790773803e-4,NS
ENSG00000064393,HIPK2,542,533,542,861,731,683,640.8235879071656,-0.2876931528652383,0.07957727794575525,1.1662563946631984e-4,3.880570572320534e-4,Down
ENSG00000103044,HAS3,226,214,164,151,140,154,176.19348095015363,0.4975794174903132,0.15360322504861687,1.1690713383597492e-4,3.8889576016483803e-4,Up
ENSG00000125898,FAM110A,211,244,210,414,338,300,281.22892146213456,-0.413413112247463,0.1215859784228282,1.1727048855566044e-4,3.900062837367081e-4,Down
ENSG00000138641,HERC3,462,440,462,691,641,612,545.4371749250923,-0.3052190911352606,0.0851362619920034,1.173912925278765e-4,3.902116096027251e-4,Down
ENSG00000176894,PXMP2,493,472,457,713,682,612,564.9797929899073,-0.2942273960083553,0.0816606093454005,1.1737620862531323e-4,3.902116096027251e-4,Down
ENSG00000106123,EPHB6,23,17,20,65,54,48,36.587733627376586,-0.8338970911202873,0.3589157485284126,1.1751468460922543e-4,3.905235230738671e-4,Down
ENSG00000113552,GNPDA1,582,567,548,559,510,461,538.7612732395817,0.29877608896329055,0.08311331109164714,1.1775723045755655e-4,3.9114994213426636e-4,Up
ENSG00000197457,STMN3,150,186,170,311,284,240,219.7908921610532,-0.45485715431132334,0.1368909498960596,1.1776239081284429e-4,3.9114994213426636e-4,Down
ENSG00000256043,CTSO,182,195,183,310,304,278,238.66549518949554,-0.4244952551532045,0.12564423186192222,1.1799174699565307e-4,3.918132578671937e-4,Down
ENSG00000135486,HNRNPA1,110821,108813,101652,126594,113880,105290,110748.0828522717,0.07062402014165793,0.018422042706966242,1.188624442949254e-4,3.9460539609770083e-4,NS
ENSG00000181588,MEX3D,972,1013,1072,998,1010,802,980.0800462273893,0.2789560812957345,0.07701523514536796,1.1985270924413914e-4,3.9779297845837997e-4,Up
ENSG00000151729,SLC25A4,490,491,455,476,407,384,451.3604437232242,0.32366953016442235,0.09123680099141401,1.2047610814128647e-4,3.997616315597233e-4,Up
ENSG00000175931,UBE2O,1200,1224,1163,1228,1170,1054,1173.7127106256423,0.21976702978197638,0.0592981224067402,1.2109928694144218e-4,4.017285659947967e-4,NS
ENSG00000138814,PPP3CA,2296,2185,2056,3015,2804,2473,2448.866798031441,-0.16120606717863106,0.04273804466071582,1.2127920269070806e-4,4.022244239840175e-4,NS
ENSG00000065833,ME1,178,157,145,282,247,254,207.19154066350228,-0.44905296945207057,0.13506914495232386,1.2160517322388929e-4,4.0320430459404e-4,Down
ENSG00000182324,KCNJ14,85,85,71,54,42,45,64.51583919875989,0.677667317902576,0.2466945656628271,1.2183040134696398e-4,4.0384974736513675e-4,Up
ENSG00000152219,ARL14EP,890,807,789,818,775,727,801.9140957306466,0.2557057191209147,0.06998643951172523,1.2188143853773253e-4,4.039175940303637e-4,NS
ENSG00000181192,DHTKD1,1664,1541,1493,2181,2037,1835,1775.299062973643,-0.1822228235476828,0.04860323845956532,1.2207633034258194e-4,4.044620242769647e-4,NS
ENSG00000092201,SUPT16H,4114,4018,3817,4523,4071,3716,4032.805935889837,0.13159705269300448,0.0347220116773034,1.244772931259841e-4,4.1231348059002956e-4,NS
ENSG00000102445,RUBCNL,1027,986,905,1019,929,823,947.5049443982203,0.23644645969231112,0.06432056412165726,1.2459617098913047e-4,4.1260381134821576e-4,NS
ENSG00000175548,ALG10B,259,265,228,382,399,371,313.45020517400155,-0.38736636605787217,0.11300775507394757,1.253496909960098e-4,4.1499510577055316e-4,Down
ENSG00000122507,BBS9,37,39,28,96,90,60,56.461419803375605,-0.7281739939969942,0.28169221519168064,1.25420206013589e-4,4.151245446035951e-4,Down
ENSG00000150637,CD226,104,92,91,181,166,165,130.834554828558,-0.5279919456027574,0.16758554767071013,1.254922846903878e-4,4.1525909281595145e-4,Down
ENSG00000175606,TMEM70,1467,1329,1350,1513,1293,1214,1359.5641006520423,0.21155461674448725,0.0570594920594385,1.2553165530237518e-4,4.152853684302162e-4,NS
ENSG00000164307,ERAP1,2755,2616,2517,3717,3268,2965,2945.3751767321955,-0.15258203436548742,0.04046461573235598,1.2570688206401545e-4,4.157609593771805e-4,NS
ENSG00000110002,VWA5A,40,37,37,118,67,81,61.41149488538564,-0.7180675154446651,0.27473233312473805,1.2579798939139626e-4,4.1595816662375344e-4,Down
ENSG00000140463,BBS4,277,204,211,385,345,359,292.52305957358834,-0.4152514348495521,0.122959071564594,1.2588048190507545e-4,4.161267969506535e-4,Down
ENSG00000132823,OSER1,534,493,454,754,673,656,587.0175847972318,-0.2910984623763037,0.08109404458479731,1.2596183624560971e-4,4.162915813689948e-4,Down
ENSG00000135845,PIGC,445,369,372,627,562,528,477.4674552022512,-0.32349448898251537,0.09153602277522224,1.2690401306532544e-4,4.1930050628460745e-4,Down
ENSG00000113790,EHHADH,214,194,213,361,341,279,262.78453851609953,-0.4126892080121837,0.12217689378689175,1.2767905979171065e-4,4.2175585425696817e-4,Down
ENSG00000198853,RUSC2,561,600,506,539,513,431,525.702383448473,0.31370534884743767,0.08840058114531317,1.2776139087842427e-4,4.2192233383569604e-4,Up
ENSG00000228253,MT-ATP8,19179,21678,14917,15479,14214,13866,16641.240590111032,0.44448537771056074,0.13401704425861458,1.2888730755754717e-4,4.2553423157368084e-4,Up
ENSG00000204519,ZNF551,617,556,513,562,506,442,532.8193387453306,0.3056274133934248,0.08586976275750602,1.2917330943959583e-4,4.263719554397651e-4,Up
ENSG00000230453,ANKRD18B,173,167,158,313,249,247,214.0947545835592,-0.44091253797396607,0.13273308080601065,1.2959557151252218e-4,4.2765891268605285e-4,Down
ENSG00000167699,GLOD4,1384,1378,1234,1370,1324,1180,1311.1329483061525,0.20921802012124588,0.05651366602781596,1.2978446344513665e-4,4.2817530973797516e-4,NS
ENSG00000186104,CYP2R1,210,183,200,320,295,338,254.68533570110193,-0.43587834713644646,0.13097722179910343,1.3111712593424294e-4,4.324639503168128e-4,Down
ENSG00000286140,DERPC,1513,1542,1422,1494,1531,1308,1468.8065235336906,0.21151061134358612,0.05722552821747098,1.3136151918459972e-4,4.3316190491293137e-4,NS
ENSG00000189180,ZNF33A,782,755,719,1085,1041,925,875.384465092993,-0.24310706957543096,0.06659719164120599,1.3263760951269684e-4,4.372606622982194e-4,NS
ENSG00000166024,R3HCC1L,699,680,639,981,927,843,786.4972574829065,-0.2530067617455087,0.06959002454094101,1.3270488150781575e-4,4.3737330989343217e-4,NS
ENSG00000130396,AFDN,862,818,806,1211,1079,1050,961.4966415183944,-0.23508390308638236,0.06420474262064188,1.328568863037312e-4,4.377650969404489e-4,NS
ENSG00000148655,LRMDA,350,365,342,364,272,238,322.39928226905687,0.39780953951429615,0.11724493245678658,1.330232152250604e-4,4.382038750358322e-4,Up
ENSG00000125656,CLPP,2200,2141,2097,2296,2177,1968,2144.6950761088506,0.16985383564893736,0.045412507670017914,1.3308120471485337e-4,4.3828563257660954e-4,NS
ENSG00000108591,DRG2,1225,1169,1054,1182,1034,1066,1122.1062213441483,0.23063917914840448,0.0629063591238052,1.3353216611698153e-4,4.396612287325385e-4,NS
ENSG00000108469,RECQL5,545,553,488,793,726,695,626.305578290383,-0.28186007769137245,0.07853630141180752,1.3369088819373246e-4,4.400741668419998e-4,Down
