gene_id	gene_name	A5BKO_1	A5BKO_2	A5BKO_3	Mix_1	Mix_2	Mix_3	NT_1	NT_2	NT_3
ENSG00000145050.19	MANF	1688	1842	1509.001	1046.999	826.001	919.999	1280	1352	1180
ENSG00000145063.15	ENSG00000145063	8	18	6	18.001	29	21	15	14	17
ENSG00000145075.13	ENSG00000145075	0	0	0	0	0	0	0	0	0
ENSG00000145087.14	STXBP5L	330	243.999	351.999	513	356	346	180.999	192.125	195
ENSG00000145088.9	EAF2	128.999	197	117.999	360	256	277	131	128	120
ENSG00000145103.15	ILDR1	0	0	1	0	1	0	0	0	0
ENSG00000145107.16	TM4SF19	2	0	0	1	4	4	0	0	0
ENSG00000145113.22	MUC4	0	0	0	1	0	1	0	0	0
ENSG00000145147.20	SLIT2	0	0	0	0	0	0	0	0	0
ENSG00000145191.15	EIF2B5	1596.001	1931.002	1465.999	1376	1127	1202.998	1346.999	1411	1388.001
ENSG00000145192.13	AHSG	0	0	1	1	0	1	0	0	2
ENSG00000145194.19	ECE2	0	1	0	0	0	0	0	0	0
ENSG00000145198.15	VWA5B2	4	2	1	0	0	1	2	0	0
ENSG00000145214.14	DGKQ	461	615	372	908.999	730	842.999	430	410.001	456
ENSG00000145216.17	FIP1L1	2483.001	2971	2274.002	3755.002	3003.999	3248.001	2056	2079	2068
ENSG00000145217.14	SLC26A1	4	11	2	5	6	3	1	5	6
ENSG00000145220.14	LYAR	2376	2001	2309	790	621	633	1457	1401	1463
ENSG00000145241.11	CENPC	603.001	724.001	535.999	947.999	729.981	725.996	557	509	568.001
ENSG00000145242.14	EPHA5	0	0	0	0	0	1	0	0	0
ENSG00000145244.12	CORIN	3	2	3	3	4	3	0	0	4
ENSG00000145246.14	ATP10D	1	0	0	1	0	2	1	2	0
ENSG00000145247.12	OCIAD2	1539.999	2435	1474.001	2037.999	1828.001	1793.001	1689	1670	1671.001
ENSG00000145248.7	SLC10A4	2	0	0	0	1	1	0	2	1
ENSG00000145283.8	SLC10A6	0	4	0	5	3	3	0	0	1
ENSG00000145284.12	SCD5	1035	2075	1009	2029	1653	1671	1423	1418	1419
ENSG00000145287.11	PLAC8	241	647	245.001	417	365	352	464	455	408
ENSG00000145293.17	ENOPH1	2112	2542	2016.001	2226.001	1863.001	1884.999	1828	1785	1660.999
ENSG00000145309.6	CABS1	0	0	0	0	0	0	0	0	0
ENSG00000145321.13	GC	0	0	0	0	0	0	0	0	0
ENSG00000145331.14	TRMT10A	352.001	360	306.999	370	331	375	252	257	289
ENSG00000145332.14	KLHL8	1722	1760	1626.999	1592.001	1235	1289.999	1243	1255.999	1224
ENSG00000145335.17	SNCA	0	0	0	0	0	0	0	0	0
ENSG00000145337.5	PYURF	731.348	721.018	719.93	683.924	643.474	615.963	473.144	518.736	518.382
ENSG00000145348.17	TBCK	241.001	306	209	412.002	322.001	332	226.001	229.002	240.999
ENSG00000145349.20	CAMK2D	513	1392	532.001	1173.999	959	944.001	1009.999	1045.999	1160
ENSG00000145354.12	CISD2	1142	1577	1156.999	1045	951	930	1128	1110	1103
ENSG00000145358.6	DDIT4L	113	502	137	1131	893	964	298	330	314
ENSG00000145362.21	ANK2	219.001	140	257.001	467.001	362	357	81	85.999	125
ENSG00000145365.12	TIFA	815	1712	729	2016	1703.999	1768	1273	1261	1205
ENSG00000145375.9	AFG2A	573	688.001	515	743	559	642	544	561	573
ENSG00000145384.4	FABP2	0	0	0	0	0	0	0	0	0
ENSG00000145386.11	CCNA2	3232	4813	3242	4182	3457	3325	3317	3271	3250
ENSG00000145388.15	METTL14	777.999	951	757	909.999	748.999	728	721	723	766.001
ENSG00000145390.12	USP53	111	146	130	166.001	141	132	88.999	99	140
ENSG00000145391.14	SETD7	1648	1745.001	1532	1739.999	1312.001	1400.999	1239	1281	1386
ENSG00000145414.9	NAF1	727	852.001	661	503.999	372	413.001	725	674	665
ENSG00000145416.14	MARCHF1	1	1	1	0	1	5	1	0	1
ENSG00000145423.5	SFRP2	0	0	0	0	0	0	0	0	0
ENSG00000145425.10	RPS3A	38947.651	61533.573	37146.781	55115.397	52411.546	49030.063	42766.12	42970.797	34424.367
ENSG00000145428.15	RNF175	0	0	0	0	0	0	0	0	0
ENSG00000145431.11	PDGFC	0	0	0	0	0	0	0	0	0
ENSG00000145439.12	CBR4	757	941.999	736	1192.999	1046	926	740	680	671
ENSG00000145451.13	GLRA3	0	0	0	1	1	0	0	0	1
ENSG00000145476.16	CYP4V2	492.724	636	472	672.001	584	516	431	499	511
ENSG00000145491.12	ROPN1L	0	3	1	4	2	0	2	2	0
ENSG00000145494.12	NDUFS6	2587	3356	2451	1688	1582	1567.001	2388	2417	2190
ENSG00000145495.17	MARCHF6	3066.001	4002.999	2823.998	4643.999	3563.999	3600	2913.999	2984	3596.001
ENSG00000145506.14	NKD2	1217	2245.999	1029	2330	1958	2078.001	1567	1541.001	1571
ENSG00000145526.12	CDH18	0	0	0	0	0	0	0	0	0
ENSG00000145536.15	ADAMTS16	0	0	0	0	1	1	0	1	0
ENSG00000145545.13	SRD5A1	500	563	460.999	723.001	566	612.001	402.999	401.001	456.999
ENSG00000145555.15	MYO10	0	0	0	14	11	17	0	0	0
ENSG00000145569.6	OTULINL	0	0	0	0	0	0	1	0	0
ENSG00000145592.14	RPL37	15774.999	21636.955	14932.993	25040.979	20906.994	21288.979	15148.98	15950.995	14880.984
ENSG00000145604.17	SKP2	3171	3845.998	3020.999	2078.002	1784.999	1803	2645.988	2702	2832
ENSG00000145623.13	OSMR	1	0	1	0	1	0	0	0	0
ENSG00000145626.12	UGT3A1	1	1	0	0	0	0	0	0	0
ENSG00000145632.15	PLK2	0	0	0	0	0	0	0	0	0
ENSG00000145642.12	SHISAL2B	0	0	0	0	0	0	0	0	0
ENSG00000145649.8	GZMA	23	37	27	103	87	106	31	23	29
ENSG00000145675.16	PIK3R1	1900.999	2106.999	1817	1919.999	1423.001	1423.001	1620.998	1687.001	1787
ENSG00000145681.11	HAPLN1	0	0	0	0	1	0	0	0	0
ENSG00000145685.14	LHFPL2	1	0	0	5	1	2	0	1	1
ENSG00000145687.17	SSBP2	2572.001	2961.001	2380.999	2008.999	1643	1729	2064.198	2128.999	2157.001
ENSG00000145692.15	BHMT	0	0	0	0	0	0	0	0	0
ENSG00000145700.10	ANKRD31	28	29	14	23	15	21	19	28	27
ENSG00000145703.17	IQGAP2	665.999	1785.001	606	1972.001	1545.001	1480.999	1264.999	1301	1390.001
ENSG00000145708.11	CRHBP	0	0	0	1	1	0	0	0	0
ENSG00000145715.15	RASA1	519	725	540	944.001	642	646	500	509	599
ENSG00000145721.12	LIX1	0	1	0	3	2	2	1	0	0
ENSG00000145723.17	GIN1	126	196	157.001	196	166	168	134	123.999	126
ENSG00000145725.21	PPIP5K2	3152.933	3239	2902.874	2896.755	2224.816	2207	2337.609	2325.931	2493.887
ENSG00000145730.21	PAM	536	1109.001	496.999	1060.001	832.998	874.001	773.001	745.001	832.999
ENSG00000145734.20	BDP1	1556	1449	1389	1164	744	754.999	935.999	1085	1250
ENSG00000145736.15	GTF2H2	915.09	911.124	914.047	644.195	498.449	570.542	633.353	612.552	651.198
ENSG00000145740.20	SLC30A5	1362	1919.999	1367	1696.001	1314	1364.001	1322	1360.999	1334.001
ENSG00000145741.17	BTF3	10194.999	14004.997	9523.999	12975.994	10781	11311.994	9700.992	9856.048	9217.998
ENSG00000145743.18	FBXL17	273	255	253	277	230	268	158	187	220
ENSG00000145757.16	SPATA9	6	3	0	2	1	2	4	3	4
ENSG00000145777.15	TSLP	5	8	3	41	42	34	7	6	7
ENSG00000145779.8	TNFAIP8	1341	1742	1195.999	2754	2265.994	2334.001	1244	1274	1253.999
ENSG00000145780.8	FEM1C	532	836	508	960	710	743	688	682	700
ENSG00000145781.9	COMMD10	265	238	322	206	168	190	176	186.001	170
ENSG00000145782.13	ATG12	1070.001	1259	911.002	1602	1279.999	1297.998	849	910	837
ENSG00000145794.17	MEGF10	0	0	0	0	1	0	0	0	0
ENSG00000145808.10	ADAMTS19	888	925.999	866.001	472.999	349	361	698	624.001	717.001
ENSG00000145817.17	YIPF5	760	1388.948	820	1097	903.999	895	948	998.999	989
ENSG00000145819.18	ARHGAP26	191	314	186.001	573.999	366.999	435.999	226.001	234	284
ENSG00000145824.13	CXCL14	0	0	0	0	0	0	0	0	0
ENSG00000145826.9	LECT2	0	0	0	0	0	0	0	0	0
ENSG00000145832.16	SLC25A48	5	0	2	1	0	3	1	0	0
ENSG00000145833.16	DDX46	3816.627	4633.755	3577.58	4038.715	2947.999	3093.1	3511.242	3575	3904.765
ENSG00000145835.6	CDKN2AIPNLP2	0	0	0	0	0	0	0	0	0
ENSG00000145839.2	IL9	0	0	0	0	0	0	0	0	0
ENSG00000145850.9	TIMD4	0	0	0	0	0	0	0	0	0
ENSG00000145860.13	RNF145	3363.998	5350.998	3184	3004.999	2392	2510	3884.992	3871.995	3986
ENSG00000145861.9	C1QTNF2	0	0	0	0	0	0	0	0	0
ENSG00000145863.11	GABRA6	0	0	0	0	0	0	0	0	0
ENSG00000145864.14	GABRB2	6	97.001	8	29	23.001	30	60	55.001	74
ENSG00000145868.17	FBXO38	1047.999	1437	1032	1366.001	1115	1213.001	943	963.001	1030
ENSG00000145879.11	SPINK7	0	0	0	0	0	0	0	0	0
ENSG00000145882.11	PCYOX1L	31	52	34.001	90.001	78	65.999	28	31	30
ENSG00000145888.11	GLRA1	0	0	0	0	0	0	0	0	0
ENSG00000145901.16	TNIP1	1279.999	2197	1232.997	3295	2741.002	2910.998	1544	1463.001	1474.999
ENSG00000145907.16	G3BP1	8236.993	9192.984	7777.998	4834.073	3704.001	3647.001	6325.986	6542.999	7064.987
ENSG00000145908.14	ZNF300	0	0	0	0	1	0	0	0	1
ENSG00000145911.6	N4BP3	9	32	12	222	178	212	10	30	16
ENSG00000145912.10	NHP2	1753	2093.999	1680.999	1148.995	1009.001	973.981	1437.992	1546.998	1352
ENSG00000145916.19	RMND5B	116	240	119	353	279.001	272	187	175.001	188
ENSG00000145919.11	BOD1	178	259.999	166.001	181.999	138	174	162	182	189
ENSG00000145920.15	CPLX2	0	0	0	0	0	0	0	0	0
ENSG00000145934.17	TENM2	0	0	0	0	0	3	0	0	0
ENSG00000145936.9	KCNMB1	0	0	0	1	1	3	1	1	0
ENSG00000145945.7	FAM50B	0	0	0	0	0	0	0	0	0
ENSG00000145949.12	MYLK4	6	5	9	7	4	3	8	7	8
ENSG00000145975.15	FAM217A	0	0	0	0	0	0	0	0	0
ENSG00000145979.18	TBC1D7	252	418.169	249.999	349.363	313	303	241.001	290	255.416
ENSG00000145982.13	FARS2	396	666.999	428	507.001	466	467	444	452	428
ENSG00000145990.11	GFOD1	13	20	10	67	38	32.001	21	21	20
ENSG00000145996.11	CDKAL1	373	567	362	610	504	493	376	346	400
ENSG00000146001.6	PCDHB18P	0	0	0	0	0	1	0	1	0
ENSG00000146005.4	PSD2	4	13	2	21	11	22	5	7	5
ENSG00000146006.8	LRRTM2	5	1	6	8	6	4	2	3	1
ENSG00000146007.11	ZMAT2	2389.081	2777.305	2264.03	2756	2341.271	2137	2075	2035.146	1979.13
ENSG00000146013.11	GFRA3	8	18	9	19	10	21	14	25	17
ENSG00000146021.15	KLHL3	496.999	491	447	498.001	355.999	399.999	365.001	371.001	412
ENSG00000146038.12	DCDC2	0	0	2	0	1	1	0	1	0
ENSG00000146039.11	SLC17A4	0	0	0	0	0	0	0	0	0
ENSG00000146047.7	H2BC1	0	0	0	0	0	0	0	0	0
ENSG00000146049.2	KAAG1	0	0	0	0	0	0	0	0	0
ENSG00000146054.18	TRIM7	0	0	0	4	4	6	1	0	0
ENSG00000146063.20	TRIM41	903	1127.001	752	1122	935	902.999	792.001	788	868
ENSG00000146066.3	HIGD2A	590	741	541	596	515	550	534	612	509
ENSG00000146067.17	FAM193B	375.001	511.001	296	787	620.119	639.999	352.023	395	484.001
ENSG00000146070.17	PLA2G7	0	0	0	0	0	0	0	0	0
ENSG00000146072.6	TNFRSF21	931	2231	876	1034	774	872	1538	1559	1663
ENSG00000146083.12	RNF44	815	1253.001	758.001	1652	1254.999	1332.999	840.999	845.999	1014.001
ENSG00000146085.8	MMUT	746	1604	745	1138	971	1013	1069	1144	1075
ENSG00000146090.16	RASGEF1C	2	0	0	1	3	1.006	2	1	0
ENSG00000146094.16	DOK3	36.999	62	16.999	50	29	36	35.001	41	40.999
ENSG00000146109.5	ABT1	1770	2504	1693	1321	1168	1218	1859	1676	1601
ENSG00000146112.12	PPP1R18	1241	2141	1173	2956	2290.999	2526	1388.001	1367	1390
ENSG00000146122.17	DAAM2	0	0	0	0	0	0	0	0	0
ENSG00000146143.19	PRIM2	935.928	1434.665	878.975	1140.677	950.705	893.824	1042.9	1005.823	1019.85
ENSG00000146147.15	MLIP	0	0	0	0	0	0	0	0	0
ENSG00000146151.14	HMGCLL1	0	0	0	0	0	0	0	0	0
ENSG00000146166.17	LGSN	0	0	1	1	0	3	0	0	0
ENSG00000146192.15	FGD2	0	0	0	3	1	0	0	1	0
ENSG00000146197.9	SCUBE3	1	1	0	0	0	0	0	0	0
ENSG00000146205.15	ANO7	2	3	0	13	12	9	2	12	6
ENSG00000146215.14	CRIP3	0	0	0	0	0	0	0	0	1
ENSG00000146216.14	TTBK1	0	0	0	1	0	0	0	0	0
ENSG00000146221.10	TCTE1	1	1	0	2	6	6	1	3	0
ENSG00000146223.16	RPL7L1	7578.989	9416.139	7183.751	4621.712	3609.095	3857.236	6463.11	6624.458	6583.541
ENSG00000146232.17	NFKBIE	174	281	149	283	248	224	205.001	192	194
ENSG00000146233.8	CYP39A1	0	0	0	0	0	0	0	0	0
ENSG00000146242.9	TPBG	7	9	5	5	4	2	2	0	6
ENSG00000146243.14	IRAK1BP1	248	489	275	448	352	372.001	329	314	325
ENSG00000146247.15	PHIP	2320.999	3458.999	2059	3354.001	2287.001	2160	2248.001	2461	2899.002
ENSG00000146250.7	PRSS35	0	0	0	1	0	2	0	0	0
ENSG00000146263.12	MMS22L	1628	2332.003	1552.001	2272	1710.051	1655	1642.001	1700	1825
ENSG00000146267.12	FAXC	0	0	0	0	1	0	0	0	0
ENSG00000146276.13	GABRR1	0	2	0	1	2	2	0	1	0
ENSG00000146278.11	PNRC1	401.999	1443.001	370	1849.001	1474	1464	1048	1018.999	1109
ENSG00000146281.6	PM20D2	2554	4113	2429	1849	1477	1444	2999	2931	2944.965
ENSG00000146282.19	RARS2	518	933.999	489.999	622.001	521.002	522.001	630.999	648	711.002
ENSG00000146285.15	SCML4	0	0	0	0	0	0	0	0	0
ENSG00000146350.14	TBC1D32	147	201	152	260	202	204	173	153.001	171
ENSG00000146352.13	CLVS2	0	0	0	0	0	0	0	0	0
ENSG00000146360.9	GPR6	0	0	0	0	0	0	0	0	0
ENSG00000146373.17	RNF217	0	0	0	0	0	0	0	0	0
ENSG00000146374.14	RSPO3	0	0	0	0	0	0	0	0	0
ENSG00000146376.11	ARHGAP18	2	2	0	11	3	11	5	1	0
ENSG00000146378.6	TAAR2	0	0	0	0	0	0	0	0	0
ENSG00000146383.7	TAAR6	0	0	0	0	0	0	0	0	0
ENSG00000146385.2	TAAR8	0	0	1	0	0	0	0	0	0
ENSG00000146386.8	ABRACL	963	1826	888	1174	903	915	1223	1248	1180
ENSG00000146399.3	TAAR1	0	0	0	0	0	0	0	0	0
ENSG00000146409.12	SLC18B1	233	535.001	274	425	377	364	388	392	344
ENSG00000146410.12	MTFR2	586	908	628	747	651	646.001	585.001	619	618.001
ENSG00000146411.6	SLC2A12	0	0	0	0	1	0	1	0	0
ENSG00000146414.17	SHPRH	884	1135	786	838	613.999	675	727.999	787.001	906
ENSG00000146416.19	AIG1	232.998	563	225	830	660.002	700	379	370.001	382
ENSG00000146425.11	DYNLT1	301	651.001	339	542	457.999	404	440	450	433.999
ENSG00000146426.19	TIAM2	22.447	47.835	22.542	58.969	26.161	45.366	32.527	29	33.968
ENSG00000146433.10	TMEM181	954	1109	827	702	529	519	745	772	983
ENSG00000146453.13	PNLDC1	2	1	4	1	3	0	2	0	2
ENSG00000146457.16	WTAP	2258	3361	2010.001	2831.001	2455	2457.728	2360.001	2424	2387
ENSG00000146463.12	ZMYM4	1381.001	1710	1247	1747.999	1408	1375	1212.999	1208	1306
ENSG00000146469.13	VIP	0	0	0	0	0	0	0	0	0
ENSG00000146476.11	ARMT1	1097	1891	1062	1926	1543	1529	1333.999	1288	1326.999
ENSG00000146477.6	SLC22A3	0	0	0	0	0	0	0	0	0
ENSG00000146521.12	LINC01558	0	0	0	1	2	2	0	0	0
ENSG00000146530.15	VWDE	46	51	44	77	43	44	49	43	53
ENSG00000146535.14	GNA12	1209.391	1974	1099	1776.999	1440.001	1571.999	1366	1352	1380
ENSG00000146540.15	C7orf50	674	806	634	404	402	383.001	593	606	603.001
ENSG00000146555.20	SDK1	0	0	0	0	0	1	0	0	0
ENSG00000146556.17	WASH2P	0	0	0	0	0	0	0	0	0
ENSG00000146574.16	CCZ1B	1836.303	2250.128	1746.042	1805.541	1551.767	1569.932	1703.252	1725.464	1622.865
ENSG00000146576.13	INTS15	885	1159.999	854	991	902.001	890	762.999	765	806
ENSG00000146587.18	RBAK	679.58	806.528	616.773	1017.925	762.975	724.919	585.137	617.799	666.18
ENSG00000146592.17	CREB5	1	0	2	2	2	1	1	0	0
ENSG00000146618.3	FERD3L	0	0	0	0	0	0	0	0	0
ENSG00000146648.21	EGFR	0	0	0	0	0	0	0	0	0
ENSG00000146666.5	LINC00525	0	0	0	0	0	0	0	0	0
ENSG00000146670.10	CDCA5	3669.999	4852	3345	5500	4502	4745	3279	3379.001	3292.001
ENSG00000146674.16	IGFBP3	0	0	0	0	0	0	0	0	0
ENSG00000146676.10	PURB	1870.297	2197.351	1662	1933.314	1481.306	1574	1632.365	1660	1989
ENSG00000146677.7	RPL32P18	4.022	11.083	5.042	19.138	11.944	5.024	1.004	3.015	6.042
ENSG00000146678.10	IGFBP1	0	0	0	0	0	0	0	0	0
ENSG00000146700.9	SSC4D	11	10	15	9	7	4	9	10	8
ENSG00000146701.12	MDH2	5837.999	8354	5516.001	6342.001	5436.001	5347	5705	5671	5437
ENSG00000146707.15	POMZP3	53.246	64.741	56.997	85.254	54.732	56.527	56.368	29.949	41.967
ENSG00000146722.12	FKBP6P2	0	0	0	0.5	0.5	0	0	0	0
ENSG00000146729.10	NIPSNAP2	1462	2663	1369.001	2285.029	1912.001	1955.999	1745.021	1799	1695
ENSG00000146731.11	CCT6A	5639.976	6629.912	5627.983	3382.53	2820.785	2838.699	4595.753	4676.947	4813.989
ENSG00000146733.14	PSPH	1075.999	1625.999	988	1443.999	1257.001	1209.902	1137	1103.002	1127
ENSG00000146755.11	TRIM50	0	0	0	0	0	0	0	0	0
ENSG00000146757.14	ZNF92	505	851.919	518.939	1271.404	1020.999	1049.988	621	628.869	610.818
ENSG00000146776.15	ATXN7L1	120.999	166.999	121	240.002	193	190	125	141	158
ENSG00000146802.13	TMEM168	739	1033.001	653	734.001	513	544	683.001	699.001	718
ENSG00000146809.14	ASB15	0	1	0	0	0	0	0	0	0
ENSG00000146826.17	TRAPPC14	367.999	445.999	310.001	476.999	365.001	397	312.999	290.001	401
ENSG00000146828.18	SLC12A9	678.001	840	689	502	383	420.999	548	525	619.002
ENSG00000146830.11	GIGYF1	1722	2572	1467	1941	1461	1655	1809.001	1771	2385.001
ENSG00000146833.16	TRIM4	575	840.001	620	1140.001	917	912	568	610	624
ENSG00000146834.15	MEPCE	1833	1988.111	1643	1264	1062.999	1104.139	1404	1461.999	1425.652
ENSG00000146839.19	ZAN	0	1	0	0	0	0	0	0	0
ENSG00000146842.17	TMEM209	1174	1368	1131.997	1187.995	999	949	1025.001	1000.999	973
ENSG00000146856.14	AGBL3	13	12	20	11.999	8.999	10	20.999	10	10.999
ENSG00000146857.5	STRA8	0	0	0	0	0	0	0	0	0
ENSG00000146858.8	ZC3HAV1L	199	243	183	151	96	115	223	200	200
ENSG00000146859.6	TMEM140	19	34	21	38	26	25	25	30	23
ENSG00000146872.19	TLK2	973.007	1141.142	876.908	1367.283	1074.505	1114.164	796.907	777.435	804.643
ENSG00000146904.9	EPHA1	113	13	111	80	68.001	64	11	4	13
ENSG00000146909.8	NOM1	1389	1339	1255	688.999	547.999	599	878	971.001	1073
ENSG00000146910.14	CNPY1	0	0	0	0	0	0	0	0	0
ENSG00000146918.20	NCAPG2	2257.001	2899.999	2073.001	3059.999	2471.001	2505	2037.999	2137	2229.999
ENSG00000146926.11	ASB10	0	0	0	0	0	0	0	0	0
ENSG00000146938.16	NLGN4X	0	0	0	0	0	1	0	0	0
ENSG00000146950.13	SHROOM2	0	0	0	0	0	1	0	0	0
ENSG00000146955.11	RAB19	2	7	5	11	9	3	2	8	5
ENSG00000146963.18	LUC7L2	3447.461	4253.948	3414.713	3883.115	3042.679	3029.499	2923.127	2988.28	3410.102
ENSG00000146966.13	DENND2A	1	8	0	6	4	11	3	1	6
ENSG00000147003.7	CLTRN	11.807	13.883	15.837	34.935	25	26.588	5.802	12.947	3
ENSG00000147010.19	SH3KBP1	1912.001	2425.001	1801.002	2951.001	2339.999	2506	1740.999	1784	1828.002
ENSG00000147027.4	TMEM47	0	0	0	0	0	0	0	0	0
ENSG00000147036.12	LANCL3	0	2	0	2	1	0	1	0	1
ENSG00000147041.12	SYTL5	0	0	0	0	0	1	0	0	0
ENSG00000147044.23	CASK	294.001	454.001	263	467	360	426.999	327.003	353	333
ENSG00000147050.18	KDM6A	650.001	873.001	561	1099.001	898.001	849	606.18	643.341	652.352
ENSG00000147059.9	SPIN2A	3.361	6.089	10.758	6.982	10.518	6.568	0	3.996	8.068
ENSG00000147065.18	MSN	13914.974	18507.965	12752.993	20593.988	16220.993	16787.993	13161.628	12990.99	13978.992
ENSG00000147081.15	AKAP4	0	0	0	0	0	0	0	0	0
ENSG00000147082.18	CCNB3	25	60	49	41	38	26	38	47	38
ENSG00000147099.21	HDAC8	349.178	355.998	353.001	423.131	369	381.859	291.999	241	278.109
ENSG00000147100.11	SLC16A2	0	0	0	0	0	0	0	0	0
ENSG00000147113.17	DIPK2B	0	0	0	0	0	0	0	0	0
ENSG00000147117.8	ZNF157	32	40	27	26	10	25	29	16	29
ENSG00000147118.12	ZNF182	285	418.927	288	497	385	385	275	339	345
ENSG00000147119.4	CHST7	108	97	98	166	125	132	80	69	81
ENSG00000147121.16	KRBOX4	180.441	146.077	138.305	310.993	267.697	253.846	120.624	100.313	91.416
ENSG00000147123.12	NDUFB11	2079	3128	1918.001	2283.001	2049	2109.999	2135	2188	1992
ENSG00000147124.13	ZNF41	362	388	354	255	173	211	287.999	282.999	309
ENSG00000147127.8	RAB41	0	0	0	0	0	1	0	0	0
ENSG00000147130.14	ZMYM3	1555.999	1959.001	1397.001	2088	1650.999	1765.001	1327.999	1349.001	1562
ENSG00000147133.17	TAF1	991	912.999	838.999	1135.975	859.001	923.996	639	692.998	858.995
ENSG00000147138.3	GPR174	1690	2519	1614	3042	2375	2362	1652	1688	1941
ENSG00000147140.17	NONO	18741.754	24955.365	17421.683	22808.126	18631.373	19758.55	17926.219	17749.528	18298.887
ENSG00000147144.13	CCDC120	245.001	286	245.001	516	361.001	427	241.001	222.517	256
ENSG00000147145.14	LPAR4	34	38	22	20	19	18	26	31	29
ENSG00000147155.11	EBP	1825.48	2630.511	1848.285	2129.078	1897	1870.814	1994	1939.358	1762
ENSG00000147160.9	AWAT2	0	0	0	0	0	0	0	0	0
ENSG00000147162.15	OGT	4331.999	4999.001	3402.999	6724.999	5236.999	5147	3502	3666	4936.001
ENSG00000147164.12	SNX12	808	889	801.001	834	685	714.999	708	656.001	644.999
ENSG00000147166.11	ITGB1BP2	20	13.001	7	9	6	10	5	5	16
ENSG00000147168.14	IL2RG	4761.083	5953.2	4365.591	7401.354	5994.644	6315.71	4118.906	4110.644	4207.486
ENSG00000147174.12	GCNA	21	24	11	23	24	10	26	18	21
ENSG00000147180.17	ZNF711	990	1208.001	914	1472	1110.163	1172.98	832	918	1014.611
ENSG00000147183.10	CPXCR1	9	20	15	5	6	4	24	20	21
ENSG00000147202.19	DIAPH2	665	745	583	990	749	778	534	530	569
ENSG00000147206.17	NXF3	196	122	153.999	122.999	118.001	120.999	82.001	78	124
ENSG00000147223.6	RIPPLY1	0	0	0	0	0	0	0	0	0
ENSG00000147224.13	PRPS1	2756	3550.001	2641.998	2682.001	2333.998	2296.999	2559	2492	2541
ENSG00000147231.14	RADX	392	512	357	614.001	457	501	380	389	420.999
ENSG00000147234.11	FRMPD3	4	15	4	28	20	13	15	15	21.055
ENSG00000147246.10	HTR2C	0	0	0	0	0	0	0	0	0
ENSG00000147251.16	DOCK11	586	547	566	1125	835	805.999	379	399	463
ENSG00000147255.19	IGSF1	26	14	31	79	57	48	14	16	21
ENSG00000147256.12	ARHGAP36	0	0	0	0	0	0	0	0	0
ENSG00000147257.16	GPC3	0	0	0	1	0	0	0	1	1
ENSG00000147262.5	GPR119	0	0	0	0	0	0	0	0	0
ENSG00000147274.14	RBMX	8945.561	12805.716	8612.909	11633.487	9522.619	9946.202	8810.104	9143.732	9195.928
ENSG00000147316.15	MCPH1	1078	1109	1014.001	1082.001	901.999	888.999	763.998	805	801.001
ENSG00000147324.11	MFHAS1	3153	4847	3040	3411	2586	2695.999	3450	3555	3749
ENSG00000147364.17	FBXO25	1069.743	1658.978	1005.623	1505.51	1184.143	1134.222	1169.48	1160.761	1214.52
ENSG00000147378.11	FATE1	0	0	0	0	0	0	0	0	0
ENSG00000147381.12	MAGEA4	0	0	0	0	0	0	0	0	0
ENSG00000147383.11	NSDHL	624	795	513	384	359	356.001	514	504	442
ENSG00000147394.20	ZNF185	258.001	276.001	283	538	426	437	220	210	183
ENSG00000147400.10	CETN2	277	519	260	385	287	300	352	359	381
ENSG00000147403.18	RPL10	19815.2	30078.901	19270.133	31243.407	27994.216	27561.908	20370.04	21028.646	19568.399
ENSG00000147408.16	CSGALNACT1	0	0	0	0	0	0	0	0	0
ENSG00000147416.11	ATP6V1B2	2706	3893	2518	2964	2407	2514	2663	2761	2774
ENSG00000147419.19	CCDC25	1723	2021	1658.999	2144.999	1827.001	1893.999	1449	1485.001	1436.999
ENSG00000147421.18	HMBOX1	393.001	510.999	350	618.001	360.999	352.999	373	383.999	487.001
ENSG00000147432.7	CHRNB3	0	0	0	0	0	0	0	0	0
ENSG00000147434.9	CHRNA6	0	0	0	1	0	0	0	1	1
ENSG00000147437.10	GNRH1	24	23	5	32	30	22	14	22	24
ENSG00000147439.14	BIN3	347.001	452.002	337	429	318.001	350.999	361.999	343	361.001
ENSG00000147443.13	DOK2	289.999	554.001	261.001	567.999	495	547.001	353.001	390.001	351
ENSG00000147454.14	SLC25A37	2538	3440.998	2287.001	1817	1466	1552.999	2485.999	2477	2783.999
ENSG00000147457.14	CHMP7	1774.001	2049.999	1571.001	1583	1403.999	1407	1487	1548	1557
ENSG00000147459.18	DOCK5	0	0	2	1	0	0	0	0	0
ENSG00000147465.12	STAR	14	36	7	46	27	38	31	26	32
ENSG00000147471.12	PLPBP	2762.001	3094.999	2732	2257.001	1702.002	1775	2101	2203	2169
ENSG00000147475.17	ERLIN2	990.001	1344.001	982	1395	1142.999	1153.999	889.999	946.999	913.999
ENSG00000147481.17	SNTG1	0	0	0	0	0	0	0	0	0
ENSG00000147485.13	PXDNL	0	0	0	0	0	0	0	1	0
ENSG00000147488.13	ST18	30	3	15	4	9	8	2	1	3
ENSG00000147509.14	RGS20	0	0	0	0	0	0	0	1	0
ENSG00000147526.20	TACC1	4141.001	4659	3766.979	4229	3331	3186.999	3371	3355	3687
