gene_id	gene_name	16_1	16_2	16_3	A_1	A_2	A_3
ENSG00000005810.20	MYCBP2	32.87158	32.720076	33.010065	28.810842	34.243899	30.903796
ENSG00000005812.11	FBXL3	21.342708	19.554979	19.677007	25.567251	27.851284	24.539413
ENSG00000005844.19	ITGAL	80.076727	80.950768	73.819692	64.725321	66.410984	63.94624
ENSG00000005882.12	PDK2	8.677394	10.422876	7.724332	11.83725	9.849623	11.207518
ENSG00000005884.18	ITGA3	0.079413	0.051969	0.065537	0.224808	0.060125	0.126093
ENSG00000005889.16	ZFX	4.644703	3.931951	3.722612	6.216887	4.64052	5.233102
ENSG00000005893.17	LAMP2	48.526237	45.637253	44.830452	53.206414	53.062849	53.098219
ENSG00000005961.19	ITGA2B	0.339142	0.265072	0.148753	0.247453	0.660845	0.302552
ENSG00000005981.13	ASB4	0	0	0	0	0.100497	0
ENSG00000006007.12	GDE1	21.174979	24.835877	22.501697	26.752818	24.353904	23.963626
ENSG00000006015.18	REX1BD	90.101526	89.971888	94.333146	83.835542	83.19004	82.657057
ENSG00000006016.12	CRLF1	0.39755	0.385532	0.597133	0.305657	0.147989	0.131568
ENSG00000006025.13	OSBPL7	9.568833	12.392505	9.202319	9.870325	10.025958	12.631726
ENSG00000006042.12	TMEM98	0	0.067645	0	0.06145	0	0
ENSG00000006047.13	YBX2	0.09035	0	0	0.024918	0.094864	0.029442
ENSG00000006059.4	KRT33A	0	0	0	0	0	0
ENSG00000006062.18	MAP3K14	1.419581	1.502525	1.233904	1.47222	1.546902	1.469803
ENSG00000006071.16	ABCC8	0	0	0	0	0	0
ENSG00000006116.4	CACNG3	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	0.403294	0.017726	0.022851	0.060134	0	0.070025
ENSG00000006125.18	AP2B1	29.952241	30.300689	29.542355	33.875597	36.209889	34.687168
ENSG00000006128.12	TAC1	0	0	0	0	0	0
ENSG00000006194.11	ZNF263	14.482213	14.589358	12.548731	11.528991	11.78406	11.777549
ENSG00000006210.7	CX3CL1	0	0	0.013533	0	0	0.013926
ENSG00000006282.22	SPATA20	10.961112	11.827906	8.126921	11.087785	13.117047	10.225307
ENSG00000006283.18	CACNA1G	0	0.006356	0.032167	0	0.0063	0.033465
ENSG00000006327.14	TNFRSF12A	9.476635	8.169884	8.073115	6.79293	7.56022	8.255872
ENSG00000006377.11	DLX6	7.746908	7.832988	7.145218	10.545008	12.294151	9.668359
ENSG00000006432.16	MAP3K9	0.010494	0.060962	0.007441	0.038213	0.077981	0.033716
ENSG00000006451.8	RALA	16.073667	16.284872	16.460036	24.955763	23.16294	23.576269
ENSG00000006453.14	BAIAP2L1	1.506118	1.56006	1.298171	2.958283	2.754886	3.372443
ENSG00000006459.11	KDM7A	1.739605	1.656478	1.806652	2.519713	2.59498	2.491506
ENSG00000006468.15	ETV1	0.083014	0.16842	0.183103	0.473578	0.647405	0.558109
ENSG00000006530.18	AGK	6.580816	5.759477	6.409595	7.970312	8.616026	6.427655
ENSG00000006534.17	ALDH3B1	9.835806	10.399317	9.587243	12.244058	11.069872	11.670898
ENSG00000006555.11	TTC22	0	0	0	0	0	0
ENSG00000006576.17	PHTF2	3.382182	3.284025	3.901827	6.581519	5.277759	4.940591
ENSG00000006606.9	CCL26	0	0	0	0	0	0
ENSG00000006607.14	FARP2	7.650412	6.576778	6.461087	6.505444	8.330386	6.952546
ENSG00000006611.17	USH1C	0	0	0	0	0	0
ENSG00000006625.18	GGCT	95.581481	100.229244	93.728877	90.903855	92.184985	86.066726
ENSG00000006634.8	DBF4	16.064948	13.897943	14.728158	19.410238	19.50638	17.455111
ENSG00000006638.13	TBXA2R	1.989782	1.675967	1.687614	2.212056	2.819413	2.291931
ENSG00000006652.15	IFRD1	12.824581	11.615517	11.660723	14.142924	12.753293	14.163079
ENSG00000006659.13	LGALS14	0	0	0	0	0	0
ENSG00000006695.12	COX10	12.287776	13.238076	13.43862	10.006022	10.261765	10.297844
ENSG00000006704.11	GTF2IRD1	0.583479	0.256186	0.880475	1.025912	0.790843	1.090705
ENSG00000006712.15	PAF1	45.703078	50.510809	52.069973	58.188848	55.8625	53.682053
ENSG00000006715.16	VPS41	22.225692	20.201004	20.711267	23.755283	20.759608	26.038591
ENSG00000006740.18	ARHGAP44	6.352223	5.7747	6.215401	5.555644	6.067311	5.445528
ENSG00000006744.19	ELAC2	63.500933	65.09701	59.625488	50.50903	49.323133	46.421372
ENSG00000006747.15	SCIN	0.081149	0.016422	0.017564	0	0	0
ENSG00000006756.16	ARSD	5.769395	5.699878	5.621995	8.371045	9.144261	8.242789
ENSG00000006757.12	PNPLA4	7.602414	7.660261	7.755594	11.129395	10.418761	8.64213
ENSG00000006788.14	MYH13	0	0.007113	0.007341	0.006412	0.007051	0
ENSG00000006831.10	ADIPOR2	44.736865	43.633613	43.65086	44.653095	43.072212	43.503071
ENSG00000006837.12	CDKL3	0.694455	0.617383	0.94372	1.402514	1.080168	1.060999
ENSG00000007001.13	UPP2	0	0	0	0	0	0
ENSG00000007038.11	PRSS21	0	0	0	0	0	0
ENSG00000007047.16	MARK4	4.720527	5.55006	5.64068	6.618969	5.848306	5.107541
ENSG00000007062.12	PROM1	0	0	0	0	0	0
ENSG00000007080.11	CCDC124	175.895556	192.962953	191.296265	153.021377	148.303412	142.623254
ENSG00000007129.18	CEACAM21	3.196375	4.433591	3.224782	5.064218	4.9781	5.939512
ENSG00000007168.14	PAFAH1B1	35.585627	30.017576	31.652144	33.637396	35.866742	33.362235
ENSG00000007171.19	NOS2	0	0	0	0.013793	0	0
ENSG00000007174.18	DNAH9	0	0	0	0	0	0
ENSG00000007202.16	BLTP2	69.368328	70.642286	69.521012	53.368234	58.635059	55.968312
ENSG00000007216.16	SLC13A2	0	0	0	0	0	0
ENSG00000007237.19	GAS7	19.58216	18.459437	18.827736	28.955959	28.739984	26.262245
ENSG00000007255.10	TRAPPC6A	26.273951	27.6456	28.88101	22.084706	21.3759	21.856331
ENSG00000007264.15	MATK	52.914927	56.460373	55.098748	38.610551	39.211019	39.32212
ENSG00000007306.15	CEACAM7	0	0	0	0	0	0
ENSG00000007312.14	CD79B	0.23629	0.122227	0.209121	0.47384	0.289264	0.376639
ENSG00000007314.12	SCN4A	0	0	0.104817	0	0	0
ENSG00000007341.19	ST7L	9.185416	9.123125	7.289901	10.851489	11.453556	10.141913
ENSG00000007350.18	TKTL1	0	0	0	0	0	0
ENSG00000007372.25	PAX6	2.438131	2.729725	2.690996	3.722809	5.648595	3.518018
ENSG00000007376.8	RPUSD1	21.014731	22.388765	22.443114	17.542139	18.415268	16.290736
ENSG00000007384.15	RHBDF1	1.391652	1.265318	1.180443	1.082439	1.822731	1.471595
ENSG00000007392.17	LUC7L	43.169853	43.041065	41.547641	36.41318	37.607772	37.262915
ENSG00000007402.12	CACNA2D2	0	0.04763	0	0	0	0
ENSG00000007516.15	BAIAP3	0.082929	0.038572	0.079065	0.129052	0.056444	0.076794
ENSG00000007520.4	TSR3	32.577622	33.884007	31.603525	28.039656	31.06591	29.369048
ENSG00000007541.17	PIGQ	11.520313	10.556868	8.775119	12.576436	12.774902	11.875273
ENSG00000007545.16	CRAMP1	12.356951	12.324914	12.964013	11.625785	9.489465	9.012418
ENSG00000007866.22	TEAD3	7.292272	7.216226	7.109498	7.650737	8.202142	7.39935
ENSG00000007908.16	SELE	0	0	0	0	0	0
ENSG00000007923.17	DNAJC11	52.628479	56.161055	55.101886	41.383639	42.682719	38.12854
ENSG00000007933.13	FMO3	0	0	0	0	0	0
ENSG00000007944.15	MYLIP	25.03108	24.474414	24.118958	41.724379	42.579778	41.666844
ENSG00000007952.18	NOX1	0	0	0	0.076013	0	0
ENSG00000007968.7	E2F2	3.022137	3.226151	2.953845	2.111517	2.081257	1.919981
ENSG00000008018.9	PSMB1	307.435513	294.121837	296.28529	309.134301	302.035864	318.478832
ENSG00000008056.14	SYN1	0.013206	0.013619	0.07543	0.067161	0	0.043361
ENSG00000008083.14	JARID2	29.386096	28.600971	29.235424	29.02376	29.90867	27.330455
ENSG00000008086.13	CDKL5	0.011018	0.002837	0.00293	0.028118	0.028103	0.026971
ENSG00000008118.10	CAMK1G	0	0	0	0	0	0
ENSG00000008128.23	CDK11A	34.085475	35.409466	30.373347	29.592966	34.059689	33.574302
ENSG00000008130.15	NADK	72.191893	75.259918	76.824979	57.410908	56.053542	56.419456
ENSG00000008196.13	TFAP2B	0	0	0	0.05937	0	0
ENSG00000008197.5	TFAP2D	0	0.021665	0	0	0	0
ENSG00000008226.20	DLEC1	0.11873	0.153085	0.126229	0.082882	0.091203	0.065034
ENSG00000008256.17	CYTH3	6.556019	5.98655	6.311838	7.285619	7.258357	7.092142
ENSG00000008277.15	ADAM22	2.519865	2.85808	2.20219	3.35031	3.330995	2.332387
ENSG00000008282.10	SYPL1	37.281045	35.486984	36.552898	45.803863	43.916285	43.133848
ENSG00000008283.16	CYB561	7.798158	8.706499	7.413032	7.182208	7.738675	7.299311
ENSG00000008294.22	SPAG9	12.345521	11.667578	10.902005	14.612742	13.956208	12.704702
ENSG00000008300.17	CELSR3	0.65464	0.572298	0.497361	0.791081	0.675458	0.916702
ENSG00000008311.16	AASS	0	0	0	0	0.025716	0.026508
ENSG00000008323.16	PLEKHG6	0	0	0	0	0	0
ENSG00000008324.12	SS18L2	32.239741	28.896518	28.358103	26.225766	24.258154	28.974077
ENSG00000008382.16	MPND	28.026532	26.638918	28.436868	25.497716	25.600736	21.908843
ENSG00000008394.13	MGST1	286.489516	273.877434	285.400753	287.439683	286.052938	290.993328
ENSG00000008405.12	CRY1	7.027523	6.403951	5.852396	8.094547	7.619455	8.873844
ENSG00000008438.5	PGLYRP1	0	0	0	0	0.076602	0
ENSG00000008441.19	NFIX	16.129833	15.698789	16.057955	12.260608	12.98269	11.917968
ENSG00000008513.17	ST3GAL1	11.639312	12.14219	12.525354	11.319834	11.200061	13.056931
ENSG00000008516.18	MMP25	0.745883	0.498179	0.328854	0.486471	0.553007	0.792876
ENSG00000008517.19	IL32	2.081715	2.214662	3.030038	4.358286	3.949831	3.687524
ENSG00000008710.20	PKD1	19.756002	23.427051	19.285053	15.280663	17.516085	21.9551
ENSG00000008735.14	MAPK8IP2	0.193729	0.143118	0.132149	0.162971	0.168528	0.164267
ENSG00000008838.21	MED24	36.809318	34.791239	33.344149	38.581522	40.066332	42.031552
ENSG00000008853.18	RHOBTB2	6.358797	6.632237	6.432467	7.080306	6.379431	6.014276
ENSG00000008869.12	HEATR5B	6.26552	6.119428	5.61473	6.288183	6.40589	6.344348
ENSG00000008952.17	SEC62	39.736813	43.48693	42.295499	41.950126	41.261443	40.308055
ENSG00000008988.11	RPS20	8225.721638	8261.068769	8227.561868	8797.036541	8550.224727	8833.391972
ENSG00000009307.17	CSDE1	330.549228	255.426352	314.591528	323.547196	320.915507	320.063034
ENSG00000009335.19	UBE3C	24.938707	20.41246	19.7114	18.905968	18.292054	20.213777
ENSG00000009413.17	REV3L	8.408856	9.035917	7.165713	8.853476	9.642984	9.973213
ENSG00000009694.14	TENM1	0	0.003216	0.003321	0	0	0
ENSG00000009709.12	PAX7	0	0	0	0	0	0
ENSG00000009724.18	MASP2	0.044258	0.032586	0.093985	0	0	0
ENSG00000009765.15	IYD	0	0	0	0	0	0
ENSG00000009780.16	FAM76A	2.106978	1.825516	1.719875	2.335766	2.357129	2.670578
ENSG00000009790.15	TRAF3IP3	46.37835	45.118695	45.683012	54.538158	53.348104	55.749755
ENSG00000009830.13	POMT2	3.934121	4.169423	4.148249	3.389601	4.984363	4.691464
ENSG00000009844.16	VTA1	41.856095	42.624202	42.410968	46.412419	47.795559	45.511828
ENSG00000009950.16	MLXIPL	0.105012	0.05622	0.028979	0.181328	0.05581	0.178227
ENSG00000009954.11	BAZ1B	30.939712	30.523598	30.345446	30.353132	30.894048	28.424607
ENSG00000010017.13	RANBP9	36.780792	36.355066	35.798144	41.655927	43.834813	42.232255
ENSG00000010030.14	ETV7	0.226325	0.114538	0.419344	0.224589	0.369038	0.401619
ENSG00000010072.16	SPRTN	7.381446	8.782577	8.940873	9.555214	8.498705	10.922666
ENSG00000010165.20	METTL13	42.981194	47.487384	44.442632	38.580052	38.685757	34.965993
ENSG00000010219.14	DYRK4	17.971101	18.374851	17.545846	18.557462	19.878384	16.335019
ENSG00000010244.19	ZNF207	120.833905	118.816844	123.786543	119.235593	115.953368	112.683616
ENSG00000010256.11	UQCRC1	193.804847	187.472137	204.316583	237.860311	236.533315	226.850748
ENSG00000010270.14	STARD3NL	17.604825	16.326085	15.765791	19.843175	19.85679	17.261721
ENSG00000010278.15	CD9	5.161509	4.635618	3.993535	7.215454	7.853384	7.355602
ENSG00000010282.15	HHATL	0	0	0.080439	0	0	0
ENSG00000010292.13	NCAPD2	52.047271	50.698397	49.809255	81.106764	85.170206	77.165136
ENSG00000010295.20	IFFO1	8.137657	8.620052	7.198827	8.924813	8.9573	9.163116
ENSG00000010310.9	GIPR	1.358464	2.338172	1.976686	3.528732	2.584969	4.016945
ENSG00000010318.22	PHF7	5.074417	7.367814	5.519207	7.458925	8.035517	8.135714
ENSG00000010319.7	SEMA3G	3.059788	2.918743	3.09355	1.505221	1.802603	1.835852
ENSG00000010322.16	NISCH	28.925026	35.277644	26.727666	31.17358	32.704678	30.490752
ENSG00000010327.10	STAB1	0.174224	0.15455	0.303129	0.468531	0.242015	0.497438
ENSG00000010361.14	FUZ	0.155029	0.241592	0.246456	0.266808	0.109125	0.271487
ENSG00000010379.16	SLC6A13	0	0.022981	0	0.079672	0.043927	0.02449
ENSG00000010404.18	IDS	5.041434	5.290531	4.628913	11.221597	9.83402	9.222713
ENSG00000010438.17	PRSS3	0	0	0	0	0	0
ENSG00000010539.12	ZNF200	11.784245	11.507585	10.121966	12.671822	12.004174	11.7425
ENSG00000010610.10	CD4	101.703455	102.49744	104.518342	103.61943	100.816664	95.269515
ENSG00000010626.15	LRRC23	1.581129	1.768391	1.930427	2.191812	2.623726	1.987702
ENSG00000010671.18	BTK	66.800396	65.828652	66.049862	55.132967	53.936118	54.435332
ENSG00000010704.19	HFE	0.9241	0.876029	0.671076	2.423786	1.747723	1.69211
ENSG00000010803.17	SCMH1	12.952027	12.58367	12.507815	12.045584	12.342102	12.939319
ENSG00000010810.18	FYN	12.49869	13.304221	12.639849	20.212045	24.199262	23.549946
ENSG00000010818.11	HIVEP2	2.683728	2.276113	2.323872	3.141802	2.815627	2.894758
ENSG00000010932.17	FMO1	0.04018	0.119411	0.121172	0	0	0.133261
ENSG00000011007.13	ELOA	11.257017	10.702579	10.170224	8.421535	8.633662	8.851065
ENSG00000011009.11	LYPLA2	43.582673	45.871439	43.606669	43.446159	40.827855	39.734838
ENSG00000011021.23	CLCN6	4.51165	5.646406	4.061482	4.557932	4.567244	5.022862
ENSG00000011028.14	MRC2	24.17227	26.096741	23.697933	27.410565	28.039888	26.73154
ENSG00000011052.21	NME1-NME2	11.26065	14.37065	15.226174	12.053063	7.908732	8.841398
ENSG00000011083.9	SLC6A7	0	0	0	0	0	0
ENSG00000011105.14	TSPAN9	0.14326	0.208657	0.194295	0.31072	0.380841	0.260774
ENSG00000011114.15	BTBD7	8.0463	7.287013	7.410232	8.140403	8.76921	8.234254
ENSG00000011132.12	APBA3	13.904824	14.201462	13.403067	14.632629	15.89521	15.998947
ENSG00000011143.19	MKS1	10.23666	9.942745	11.548845	13.216158	12.803494	14.034192
ENSG00000011198.10	ABHD5	5.407784	6.213486	5.993786	5.673388	5.990561	5.724825
ENSG00000011201.12	ANOS1	0.635072	0.363741	0.445895	0.850109	0.446421	0.501069
ENSG00000011243.19	AKAP8L	46.196819	46.173852	48.350896	42.574273	45.974825	46.556467
ENSG00000011258.16	MBTD1	10.862786	9.961474	10.096157	10.729689	11.092356	10.863485
ENSG00000011260.14	UTP18	47.64192	48.978767	48.363408	40.012173	40.476735	38.686839
ENSG00000011275.19	RNF216	9.714537	9.483987	8.376152	9.154157	9.54306	10.548413
ENSG00000011295.16	TTC19	24.899716	25.434982	21.145317	24.475352	20.902236	22.926876
ENSG00000011304.22	PTBP1	261.675878	257.541508	260.508517	295.319531	308.408428	295.360848
ENSG00000011332.22	DPF1	0.039063	0	0.128637	0.034652	0.169719	0.031416
ENSG00000011347.10	SYT7	0.035765	0.088778	0.045019	0.023603	0.008654	0.018482
ENSG00000011376.12	LARS2	11.635782	11.949236	12.005355	12.144282	12.856627	11.141045
ENSG00000011405.14	PIK3C2A	3.223083	3.260801	3.47353	3.246628	3.548428	4.315592
ENSG00000011422.12	PLAUR	24.563341	25.331069	24.604084	27.860319	27.703049	30.131812
ENSG00000011426.11	ANLN	9.568325	8.753319	8.185747	16.850368	18.443703	17.082876
ENSG00000011451.21	WIZ	15.552302	15.553352	16.484546	12.88382	16.473185	15.354478
ENSG00000011454.18	RABGAP1	6.888764	6.803458	5.907069	6.79792	7.746453	6.937286
ENSG00000011465.18	DCN	0.470161	0	0	0	0.097834	0
ENSG00000011478.13	QPCTL	12.883661	11.628067	12.519459	11.203742	8.922898	10.284868
ENSG00000011485.15	PPP5C	42.252907	44.794549	44.708334	43.436252	44.72738	45.500414
ENSG00000011523.15	CEP68	4.963889	5.309202	5.210144	5.419084	6.110386	4.814464
ENSG00000011566.15	MAP4K3	2.043616	1.751536	1.626575	2.707605	3.16278	2.274622
ENSG00000011590.14	ZBTB32	0	0	0	0	0	0
ENSG00000011600.12	TYROBP	112.307462	120.950727	119.350998	153.673847	143.79985	150.093579
ENSG00000011638.11	LDAF1	8.128467	9.358441	7.60604	10.750715	9.502738	7.113893
ENSG00000011677.13	GABRA3	0	0	0.012049	0.010538	0.19516	0
ENSG00000012048.25	BRCA1	15.514011	14.497693	13.497789	20.170194	19.425828	19.679251
ENSG00000012061.17	ERCC1	51.866988	53.80474	54.865256	61.165942	68.433973	60.211263
ENSG00000012124.17	CD22	0.044406	0.206756	0	0.096197	0	0.022484
ENSG00000012171.20	SEMA3B	0.051762	0.05782	0.028214	0.12095	0.081494	0.185999
ENSG00000012174.12	MBTPS2	3.740475	3.615172	3.544419	4.69126	4.681527	4.522301
ENSG00000012211.13	PRICKLE3	6.884417	8.604029	8.060263	7.220651	8.021961	7.003997
ENSG00000012223.13	LTF	0	0	0	0.11609	0.01748	0
ENSG00000012232.10	EXTL3	3.290266	5.268548	3.985603	6.06201	5.991795	3.742494
ENSG00000012504.15	NR1H4	0	0	0	0	0	0
ENSG00000012660.14	ELOVL5	81.121445	76.311646	80.34661	83.007404	78.825666	79.38567
