chrom	length	bases	mean	min	max
JH584300.1_region	182347	7906	0.04	0	64
JH584301.1	259875	44319	0.17	0	42
JH584301.1_region	259875	44319	0.17	0	42
JH584302.1	155838	14689	0.09	0	14
JH584302.1_region	155838	14689	0.09	0	14
JH584303.1	158099	100497	0.64	0	54
JH584303.1_region	158099	100497	0.64	0	54
JH584304.1	114452	223527685	1953.03	3	27150
JH584304.1_region	114452	223527685	1953.03	3	27150
MU069434.1	8412	499406	59.37	0	128
MU069434.1_region	8412	499406	59.37	0	128
MU069435.1	31129	96385585	3096.33	0	9469
MU069435.1_region	31129	96385585	3096.33	0	9469
total	2728222451	86336963947	31.65	0	34509025
total_region	2728222451	86336963947	31.65	0	34509025
