chrom	length	bases	mean	min	max
JH584295.1	1976	41281	20.89	0	43
JH584295.1_region	1976	41281	20.89	0	43
JH584296.1	199368	3675260	18.43	0	74
JH584296.1_region	199368	3675260	18.43	0	74
JH584297.1	205776	4117894	20.01	0	85
JH584297.1_region	205776	4117894	20.01	0	85
JH584298.1	184189	3935775	21.37	0	76
JH584298.1_region	184189	3935775	21.37	0	76
JH584299.1	953012	21926765	23.01	0	209
JH584299.1_region	953012	21926765	23.01	0	209
JH584300.1	182347	13105	0.07	0	136
JH584300.1_region	182347	13105	0.07	0	136
JH584301.1	259875	42549	0.16	0	35
JH584301.1_region	259875	42549	0.16	0	35
JH584302.1	155838	11243	0.07	0	15
JH584302.1_region	155838	11243	0.07	0	15
JH584303.1	158099	86988	0.55	0	39
JH584303.1_region	158099	86988	0.55	0	39
JH584304.1	114452	159783114	1396.07	0	22248
JH584304.1_region	114452	159783114	1396.07	0	22248
MU069434.1	8412	330013	39.23	0	99
MU069434.1_region	8412	330013	39.23	0	99
MU069435.1	31129	41491294	1332.88	0	4124
MU069435.1_region	31129	41491294	1332.88	0	4124
total	2728222451	75373660481	27.63	0	19155393
total_region	2728222451	75373660481	27.63	0	19155393
