gene_id,gene_name,J_910,J_909,J_905,A,B,C,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000003541.7,Ier3,505,543,550,240,262,144,377.31077472008644,1.0908434472745578,0.43720557218609946,1.7524599442213036e-6,0.0015801347163728753,Up
ENSMUSG00000090066.3,1110002E22Rik,2526,3202,2227,7575,5665,5090,4257.515343902447,-0.7123762019022782,0.30822623676835065,1.9553209563091204e-6,0.0016528572458800533,Down
ENSMUSG00000037095.9,Lrg1,457,718,712,208,216,329,398.9402035332203,1.0645760854470652,0.4430356702576951,2.17208975360091e-6,0.0017280890539677829,Up
ENSMUSG00000043099.6,Hic1,449,470,375,368,290,244,341.73330949938094,0.46928658613436647,0.14466274786392222,2.3861448364514566e-6,0.0017929227173892196,Up
ENSMUSG00000040717.7,Il17rd,195,222,203,424,316,329,275.341364357926,-0.43431675439348766,0.1212997785915524,2.8209535291852546e-6,0.0019665556172745327,Down
ENSMUSG00000084843.2,B230312C02Rik,84,40,71,265,471,347,167.54104574274103,-1.336856382660188,0.6677449634457678,2.9080304876518047e-6,0.0019665556172745327,Down
ENSMUSG00000085795.9,Zfp703,1596,1416,1627,1066,1155,914,1296.6978216135856,0.48473033498131674,0.1625079510917856,3.1440391316550327e-6,0.0020249109169349676,Up
ENSMUSG00000046699.15,Slitrk4,8,25,11,157,99,37,44.02282675443999,-1.2771223914407905,0.7521848192170418,3.7637129734066423e-6,0.0023138280893329473,Down
ENSMUSG00000007279.15,Scube2,14,21,18,134,76,38,41.449722315795974,-1.2424145109426468,0.6166826291347979,4.07283739831947e-6,0.002395005470098732,Down
ENSMUSG00000026384.14,Ptpn4,603,684,770,2213,1527,1439,1102.3486994179736,-0.76374616225951,0.3644831239810718,4.421531668553493e-6,0.0024917173257160826,Down
ENSMUSG00000020846.7,Rflnb,801,890,771,1808,1364,1584,1372.4749515598817,-0.4968224799151542,0.18305065941871532,4.911421192269603e-6,0.00255488352405563,Down
ENSMUSG00000065987.13,Cd209b,94,149,103,37,37,47,76.57362716139102,1.0936185294967415,0.5252649253656853,4.801018600365028e-6,0.00255488352405563,Up
ENSMUSG00000042246.6,Tmc7,11,22,21,66,63,45,34.046389383275056,-0.994582141261259,0.49726998020780594,6.1875415827800105e-6,0.003099499996559246,Down
ENSMUSG00000044288.7,Cnr1,242,107,124,56,54,66,114.11053917261702,1.0332913709147744,0.523551846941221,6.4460011286909685e-6,0.0031136487594837624,Up
ENSMUSG00000027858.14,Tspan2,378,309,316,732,539,766,532.0827009668127,-0.5098528020126506,0.2171093454442149,1.0614149681705716e-5,0.004630850788550639,Down
ENSMUSG00000030249.16,Abcc9,1632.001,1749,2229,6052,3670,3797,3192.4020095106607,-0.6536847444476146,0.3375843453730018,1.0317864453099185e-5,0.004630850788550639,Down
ENSMUSG00000050919.11,Zfp366,72,134,94,353,189,250,206.58240076179007,-0.7621587160690645,0.40865172719740794,1.0329846293808141e-5,0.004630850788550639,Down
ENSMUSG00000018339.13,Gpx3,25365,14499,17334,9695,8722,9069,15972.364361214984,0.7312525768437481,0.41400352371604415,1.5250204377025484e-5,0.006284640437026456,Up
ENSMUSG00000024653.3,Scgb1a1,36,47,38,125,77,123,77.35710185813052,-0.7425951665830669,0.4223237387755303,1.5334057997920373e-5,0.006284640437026456,Down
ENSMUSG00000068270.16,Shroom4,87,164,162,417,252,331,246.94503622437168,-0.6448068721638354,0.3526997762594773,1.583401803941381e-5,0.006298679234796229,Down
ENSMUSG00000002396.9,Ocel1,543,463.999,415,301.999,300.999,288,362.9002097167656,0.4885268250461814,0.2140166247671518,1.8733728355446104e-5,0.0068509547584541435,Up
ENSMUSG00000025511.16,Tspan4,2556.001,2121,2543.999,1502,1715,1656,1765.4878429581809,0.44628364020497224,0.16646178646529383,1.9087329106319035e-5,0.0068509547584541435,Up
ENSMUSG00000025997.14,Ikzf2,202,206,242,547,324,419,302.35017920618424,-0.47357077603603337,0.1970003243478869,1.8706086134198546e-5,0.0068509547584541435,Down
ENSMUSG00000037234.18,Hook3,2341,3895,3587,7648,5147,5761,4046.259170550286,-0.45101443152091736,0.1728740610406781,1.979489688634145e-5,0.0068509547584541435,Down
ENSMUSG00000040466.17,Blvrb,1768,1360,1296.999,1055,903,854,1138.2118896541133,0.4818146893621186,0.20926501649038148,2.0261603721860682e-5,0.0068509547584541435,Up
ENSMUSG00000061353.12,Cxcl12,12310.999,9961,10169,6920,7270.001,8165,8388.807472039747,0.43420581066488995,0.15475637278975515,2.0250320747003645e-5,0.0068509547584541435,Up
ENSMUSG00000076609.3,Igkc,322,119,33,45,21,26,119.83747985721824,0.8337510183612047,0.7569548544800906,2.221120125662511e-5,0.00732698773160621,Up
ENSMUSG00000097295.2,Hmgb1-ps8,13,21,23,88,37,91,34.39234302671234,-0.8838852777208769,0.5979004643777324,2.3450610298650146e-5,0.0075516548640296,Down
ENSMUSG00000008035.13,Mid1ip1,2400.001,2524,2504,1839,1712,1411,1889.350635918628,0.4470783239776986,0.17425095293831402,2.4042385768366495e-5,0.0075621690120269034,Up
ENSMUSG00000030465.21,Psd3,729,1020,911,2424.001,1450.999,1325,1080.0832177538555,-0.45662505522818003,0.18802343108127773,2.5751233827167638e-5,0.007835779771406997,Down
ENSMUSG00000067149.7,Jchain,337,125,25,30,18,28,130.9163068029214,0.7059237151684288,0.7509132929595808,2.607098630042993e-5,0.007835779771406997,Up
ENSMUSG00000055116.9,Bmal1,230,445,399,1050.999,661,646,491.86672578918933,-0.5307254328415512,0.2759516740335138,2.6976576560686063e-5,0.00793169995615824,Down
ENSMUSG00000090942.2,F830016B08Rik,186,495,366,3235,760,1092,622.3122793648716,-0.8654630324979744,0.6795975303802083,2.8207018703181107e-5,0.008117019743840945,Down
ENSMUSG00000027692.17,Tnik,522.001,516,639.001,1338,964,954,777.5801859819014,-0.44844883135939834,0.1829711182508249,2.970468360176719e-5,0.00836991345237294,Down
ENSMUSG00000024856.11,Cdk2ap2,1623,1219,1349,761,784,904,1088.7337865315917,0.5141674361122769,0.264512038707873,3.101345745589016e-5,0.008560347185528866,Up
ENSMUSG00000033808.17,Tmem87a,1997,2574,2315.999,4059,3028,3219,2507.1046253828667,-0.32668892544188455,0.0897435246700827,3.2204897099505574e-5,0.008711424665416257,Down
ENSMUSG00000073418.5,C4b,6345.852,4200.625,5349.438,3125.676,2045.817,3130.37,4800.877542806375,0.5961925092179545,0.355863821679555,3.377077647305781e-5,0.00895587748623739,Up
ENSMUSG00000022226.7,Mcpt2,2012,1181,1366,758,585,688,1163.5985301717985,0.70088635464314,0.4598844713611954,3.5140030100264904e-5,0.009139786675116978,Up
ENSMUSG00000031204.4,Asb12,273,365,306,1160,568,636,566.2057913033892,-0.59424329458497,0.36344460208188184,3.870746775673809e-5,0.009694787063145974,Down
ENSMUSG00000035299.18,Mid1,219,326.095,259.487,572.761,562.612,494.295,308.50039487980376,-0.4722866139688418,0.2235834472691233,3.81714479295227e-5,0.009694787063145974,Down
ENSMUSG00000020087.6,Tysnd1,452,467,406,318,329,274,351.2436901304088,0.41504189190532487,0.15289003482484223,4.189691182719609e-5,0.010302831499324129,Up
ENSMUSG00000025323.11,Sp4,262,325,336,622,457,488,352.73268682600815,-0.3878424668306008,0.12643630897468652,4.3988976893121856e-5,0.010437735306657423,Down
ENSMUSG00000059824.13,Dbp,2889.001,908,1500.001,579,715.001,579,1462.5236118079126,0.7650896341612158,0.5755728290586057,4.3716613416926737e-5,0.010437735306657423,Up
ENSMUSG00000024597.12,Slc12a2,1457,1880,1773,2912,2632,2607,2281.2667005893795,-0.3628023138948645,0.1095094777134988,4.5211104301596485e-5,0.010542761822053317,Down
ENSMUSG00000004947.16,Dtx2,557,642,526,438,431.999,419,441.70062736829215,0.3834062072533716,0.12407690985627845,4.726738063087609e-5,0.010695027587155185,Up
ENSMUSG00000046785.9,Epm2aip1,1279,1767.999,1719,3615,2586,2816,1947.7493366363378,-0.42871161307260786,0.17442395668354238,4.7445593732296574e-5,0.010695027587155185,Down
ENSMUSG00000034751.18,Mast4,549,764,693.001,1723.999,1135.001,1111,907.7083759372393,-0.4449924259603597,0.19877416888423965,4.9668943933910615e-5,0.010746787097253288,Down
ENSMUSG00000040732.21,Erg,209,305,270.999,723,447,529.001,428.0231962161821,-0.49024382719812837,0.2618173561254203,5.108884531342557e-5,0.010746787097253288,Down
ENSMUSG00000042515.14,Pwwp3b,97,126,104,345,256,186,168.2343357479907,-0.5495867852776675,0.3362549943205093,5.2204171894984585e-5,0.010746787097253288,Down
ENSMUSG00000045251.14,Zfp688,297.999,250,199,170.001,168,147,185.35675179803337,0.43757957075921167,0.19138938103904982,5.323731870728062e-5,0.010746787097253288,Up
ENSMUSG00000052544.10,St6galnac3,29,34,24,115,62,75,57.541075841152434,-0.6548400396717071,0.45667842155916666,5.25494340385612e-5,0.010746787097253288,Down
ENSMUSG00000053199.14,Arhgap20,203,249,316,960,558,476,459.00994997671734,-0.5872672726966286,0.38044462431703513,5.283901945496851e-5,0.010746787097253288,Down
ENSMUSG00000059588.15,Calcrl,1864,2303,1714,3632,2629,3256,2271.0257578840387,-0.3680612658216918,0.11409998204399122,5.057090426952188e-5,0.010746787097253288,Down
ENSMUSG00000102692.2,Dchs2,52,77,118,178,208,460,125.97924293006871,-0.7041759937664728,0.5514872271052484,5.99825204963859e-5,0.011930346907553227,Down
ENSMUSG00000003762.14,Coq8b,447,454,356.001,294,333,241.416,310.29447154324595,0.40491346135258793,0.15721719183560096,7.158855271963321e-5,0.013955793277063243,Up
ENSMUSG00000026915.17,Strbp,471.001,462,481.999,905,657,761.001,618.9013935374694,-0.36492455636899446,0.11765021077888793,7.521049420849878e-5,0.013955793277063243,Down
ENSMUSG00000031133.13,Arhgef6,2525,2776.999,2316,4812,3496.001,3472.999,2800.088111844801,-0.3370785072679854,0.10109827992928895,7.384916203237691e-5,0.013955793277063243,Down
ENSMUSG00000038127.16,Ccdc50,4945,6258,5149,9472.988,7826,8591,6021.639082475702,-0.3535041026835072,0.10987522439739737,7.332446995659979e-5,0.013955793277063243,Down
ENSMUSG00000055489.9,Ano5,1325,2010,2010.999,6105.999,3525.001,3350,2797.2548424336574,-0.5257418126121236,0.33492955534930097,7.532516888913987e-5,0.013955793277063243,Down
ENSMUSG00000001039.13,B9d1,160,160,130,106,98,97,125.54038568672146,0.4128210730310525,0.17374283132285998,8.167809448766491e-5,0.014928327404671187,Up
ENSMUSG00000040584.9,Abcb1a,63.135,152.82,121.174,418.986,220.737,237.262,180.60176386924036,-0.5556601085648362,0.3855634693314809,8.420784654671466e-5,0.015185481660590878,Down
ENSMUSG00000004319.16,Clcn3,1187,1483,1394.001,2510.001,1780,1972,1575.3591194999674,-0.3345371945571199,0.10137682237912543,8.612028051499896e-5,0.015326010446912645,Down
ENSMUSG00000032575.17,Manf,3030,5843.001,3640,2374.001,2681,2989,3574.4636441753205,0.41502242715218046,0.18238614605197587,9.142857066457418e-5,0.016059369068030724,Up
ENSMUSG00000002266.18,Zim1,443,530,490,1299,939,1349,696.1222402691561,-0.5166274789522001,0.34639761169998035,9.870136582689755e-5,0.016352624159348267,Down
ENSMUSG00000008036.12,Ap2s1,4474,4284,2686,2386,2710,2172,2699.61218646701,0.4236937967796947,0.20022053075660032,9.799655352326748e-5,0.016352624159348267,Up
ENSMUSG00000027656.8,Ccn5,764,608,675,139,303,359,409.87205071243244,0.5997611325664793,0.48898041758068805,1.0474936918910611e-4,0.016352624159348267,Up
ENSMUSG00000029086.16,Prom1,70,89.001,85,247,210,161.001,147.50686008041882,-0.5258641319696465,0.3630812069311863,1.0171751321875095e-4,0.016352624159348267,Down
ENSMUSG00000031779.4,Ccl22,180,163,99,103,42,44,96.45465136558798,0.5877851105128077,0.4643173315274698,1.0419312610522954e-4,0.016352624159348267,Up
ENSMUSG00000031871.10,Cdh5,923,1261,1008,3265,1896,1803,1836.8262727048036,-0.45594514148768495,0.25839612445228827,1.051887838715933e-4,0.016352624159348267,Down
ENSMUSG00000035095.12,Fam167a,69,109,84,161,206,406,139.7600475640581,-0.5931724619291249,0.47056817450562105,1.0231289757361551e-4,0.016352624159348267,Down
ENSMUSG00000043154.16,Ppp2r3a,2658,3028.001,4070,9248,5672,5992,5072.45645668979,-0.44721504529387635,0.24251749965278757,1.0292619646553939e-4,0.016352624159348267,Down
ENSMUSG00000060227.16,Golm2,558,563.001,514,882,829,922.001,621.2103484624125,-0.3568101602618976,0.11564813892562494,9.59011277514818e-5,0.016352624159348267,Down
ENSMUSG00000073982.12,Rhog,3041,3178,2325,2551,2298,1847,2169.544423063902,0.35517293591143845,0.1149519200267177,9.868169689699078e-5,0.016352624159348267,Up
ENSMUSG00000035885.6,Cox8a,4141,3608,2564,1921,2515,1828,2763.0774900941374,0.43437556527882965,0.22765994589183736,1.1381190060064558e-4,0.017492113132087858,Up
ENSMUSG00000031494.8,Cd209a,189,245,265,121,86,122,214.38085966106811,0.537890335063807,0.3964757027407699,1.1540498709228086e-4,0.017537667982282006,Up
ENSMUSG00000034574.11,Daam1,816,1029,878,1713,1372,1299,1122.9180430969418,-0.3524322875782989,0.11563709455210656,1.1703301895402414e-4,0.017587462015035294,Down
ENSMUSG00000024399.6,Ltb,192,149,91,78,50,66,98.45743649661222,0.5509083711217335,0.4260680114107478,1.2161139681562131e-4,0.01797600519318037,Up
ENSMUSG00000037966.16,Ninj1,2451,2110,1898,1719.001,1490,1233,1603.1290660347854,0.39594903343770305,0.16546752293677852,1.222767081532417e-4,0.01797600519318037,Up
ENSMUSG00000006095.13,Tbcb,1511,1653,1217.001,1117,1206.999,924.001,1233.9556577941867,0.36936669669900846,0.13145979057578241,1.2683713848869198e-4,0.018057603137469045,Up
ENSMUSG00000027708.15,Dcun1d1,2159.804,2603.766,2492.94,4302.313,3217.598,3473.482,2819.0177547137064,-0.32113666114023454,0.09859856657384161,1.25895499382055e-4,0.018057603137469045,Down
ENSMUSG00000078496.10,Zfp982,8,8,17,77,26,45,29.612782067321426,-0.577080841829137,0.5830314004014637,1.2514212373693277e-4,0.018057603137469045,Down
ENSMUSG00000002083.14,Bbc3,287,252,212,192,181.999,120,183.42004112376495,0.40586438021777005,0.18715283306729558,1.3389331000370185e-4,0.018520953281260976,Up
ENSMUSG00000049804.10,Armcx4,386,581,362,942,747,691,539.4227559061767,-0.3866303756297098,0.15461751552631595,1.3303984177918604e-4,0.018520953281260976,Down
ENSMUSG00000070003.8,Ssbp4,1052.001,992.001,765,698,726.998,557.001,644.5342401683433,0.384161353092922,0.15133403247210042,1.3419988329490393e-4,0.018520953281260976,Up
ENSMUSG00000025899.15,Alkbh8,610,788.999,661,1218,879,1044,771.5594716525557,-0.32564511378151706,0.10184861440972415,1.386069873261159e-4,0.01886442895985498,Down
ENSMUSG00000031119.5,Gpc4,639,705,628,1038,940,949,746.7444790107934,-0.31008038567471624,0.09476233432029348,1.45057346530493e-4,0.01886442895985498,Down
ENSMUSG00000047497.11,Adamts12,1314,1921,1434,2770,2653,3897,1741.6254007890934,-0.4196727002500247,0.21692033928274396,1.4292655514491174e-4,0.01886442895985498,Down
ENSMUSG00000054204.7,Alkal2,67,28,27,14,12,11,27.35137966961767,0.5609399667376267,0.5675231232061085,1.4127613041950353e-4,0.01886442895985498,Up
ENSMUSG00000061068.8,Mcpt4,1641,910,957,463,433.999,523,917.9895638726698,0.5557239878953488,0.47246300408190384,1.4387299530903888e-4,0.01886442895985498,Up
ENSMUSG00000063142.17,Kcnma1,124,167,155,547.001,355,216,264.29258947208456,-0.48927584085864056,0.3422467478554764,1.435663765719218e-4,0.01886442895985498,Down
ENSMUSG00000051747.17,Ttn,45673.001,52929,65939.001,141455.001,99732.999,109709,90437.5171875504,-0.43162665574399284,0.24136082749181492,1.4678542156670765e-4,0.018907360254187815,Down
ENSMUSG00000033713.13,Foxn3,2038,2106,2433,3994,3029,3517,2815.963114770269,-0.3445948344119168,0.11427619388275145,1.524769342127583e-4,0.01930405411570428,Down
ENSMUSG00000035239.7,Neu3,144,156,113,383,240,233,211.64122899146133,-0.42068577820287373,0.22369073885341811,1.527196887527067e-4,0.01930405411570428,Down
ENSMUSG00000026153.16,Fam135a,772,740,885,1434.999,1182.001,1217,977.625347976927,-0.34285145966793856,0.11370150692917641,1.587581118763232e-4,0.019523840838922772,Down
ENSMUSG00000039178.10,Tbc1d19,445,531.999,487.001,838,670,775,613.7108858275438,-0.3351616085107908,0.1087814885082053,1.5878909369918705e-4,0.019523840838922772,Down
ENSMUSG00000041075.9,Fzd7,1140,1241,893,1841,1697,1822,1330.2764140868092,-0.3562386266268617,0.12375832997878994,1.5678086063497006e-4,0.019523840838922772,Down
ENSMUSG00000006442.11,Srm,585,698,531,376,450,352,443.6250191606057,0.39650655036502813,0.18627197724152061,1.7593724108225863e-4,0.019829593213646232,Up
ENSMUSG00000008384.9,Sertad1,832,635,599,376,517,287,509.46021063812935,0.43820202215560067,0.2687252825916035,1.739928464847719e-4,0.019829593213646232,Up
ENSMUSG00000021945.10,Zmym2,1559.553,1784.332,1609,2885.335,2081.609,2598.838,1853.5380857011082,-0.32352812777824175,0.10273587674546843,1.659468752642367e-4,0.019829593213646232,Down
ENSMUSG00000027366.13,Sppl2a,4381.999,7166,5940,11124,9027.001,9568,6877.427705627408,-0.36662210890116065,0.13645743538789148,1.7125702172122675e-4,0.019829593213646232,Down
ENSMUSG00000027420.14,Bfsp1,108,79,83,39,41,24,61.50181471950504,0.5374846227474337,0.4851047867127333,1.7267966312455778e-4,0.019829593213646232,Up
ENSMUSG00000030095.11,Tmem43,3305,3865,3305,3405,3309,2987,3054.58761365845,0.23794582585076407,0.06824490900557553,1.7293364039858576e-4,0.019829593213646232,NS
ENSMUSG00000034636.10,Zyg11b,1666,2326,2251,4732,3155,3367,2593.753800764835,-0.3796554526269993,0.15416123243468333,1.700915432159724e-4,0.019829593213646232,Down
ENSMUSG00000037944.9,Ccr7,58,146,137,55,52,39,63.59353562590442,0.5215513549805145,0.43149764254388034,1.703375018140534e-4,0.019829593213646232,Up
ENSMUSG00000078622.9,Ccdc47,2957.889,4078.946,3963.918,6436.907,5143.793,5636.869,4408.184949888131,-0.3356624919374402,0.11039123265044513,1.747007816754534e-4,0.019829593213646232,Down
ENSMUSG00000079105.5,C7,123,34,295,59,15,24,187.29255175600682,0.44391630673276766,0.569506392935545,1.6929741949410856e-4,0.019829593213646232,Up
ENSMUSG00000052837.8,Junb,2738,3349,2628,1694,2187,1529,2011.0530938330382,0.4077949341193071,0.21023602806960925,1.79127526407196e-4,0.020022312352539883,Up
ENSMUSG00000026483.14,Niban1,1974,2307,2048,3971,2763,3352,2386.7466158278944,-0.340632840289188,0.11474894109994187,1.8735144633981823e-4,0.020601043184927167,Down
ENSMUSG00000028044.7,Cks1b,930,1222,674,568,726,474,645.2322761301326,0.4030335787307984,0.2034488708273802,1.8637778909779207e-4,0.020601043184927167,Up
ENSMUSG00000033825.12,Tpsb2,1000.999,554,585.001,225,323,255,516.3948448998522,0.5239393807506697,0.4863858394427217,1.922305795475711e-4,0.02096708539016854,Up
ENSMUSG00000020154.11,Ptprb,743,952,986,2556,1329,1817,1431.12042388256,-0.41685243494617336,0.23696019576064564,1.9708637594707562e-4,0.021155501862572996,Down
ENSMUSG00000033565.20,Rbfox2,1722,2445.001,1882,3714,2886,3041.999,2242.3452767975396,-0.3423214095628968,0.11670815029469989,1.9590705510404643e-4,0.021155501862572996,Down
ENSMUSG00000044496.7,2510039O18Rik,1818,2324,1663,1499,1686,1472,1556.112060336713,0.329977329216228,0.10867697692689435,1.9929424541587301e-4,0.021224052513777028,Up
ENSMUSG00000095304.10,Plac9,2016.999,1061.001,1269,610,650,595.001,1446.9831020473218,0.5048738922279423,0.43487383434772175,2.0402769573430767e-4,0.02155839519380087,Up
ENSMUSG00000029686.16,Cul1,2537.001,3244.001,3041,5155,3885,4571.001,3409.315878155251,-0.32644856191596294,0.10698418201586225,2.0577776783877583e-4,0.02157476209317398,Down
ENSMUSG00000034765.7,Dusp5,228,452,264,190,212,128,195.89503572244365,0.4259425884660871,0.2656303393298695,2.1673717940316647e-4,0.022549002703290973,Up
ENSMUSG00000056492.7,Adgrf5,718,1039,1260,3229,1560,2085.999,1900.9963619125713,-0.43009923855556553,0.2757552539790851,2.1903969847268562e-4,0.022614594823229563,Down
ENSMUSG00000039496.9,Cdnf,274,363,469,1193,651,740,613.8966718721892,-0.43567852930852463,0.2899858613128211,2.2318167755694447e-4,0.0228676680981642,Down
ENSMUSG00000042155.4,Klhl23,251,247,237,669,492,402,398.7358301091748,-0.4087413818408978,0.23483568148578898,2.3286847079702952e-4,0.02368079750022424,Down
ENSMUSG00000024958.15,Gpr137,548.001,485,399.001,285.001,371,331,388.5140309932867,0.3738989586339513,0.16046419845063342,2.3767259980541475e-4,0.023811273424949885,Up
ENSMUSG00000029814.11,Igf2bp3,22,21,19,90,64,37,29.63374645455313,-0.4900232430335666,0.4353170529525685,0.00023605533880359639,0.023811273424949885,Down
ENSMUSG00000020807.16,4933427D14Rik,65.044,170.13,62.683,349.082,240.792,304.664,187.55051419325557,-0.48741035221287465,0.43902607099090285,2.4401855393382397e-4,0.024267286337904186,Down
ENSMUSG00000031807.11,Pgls,1435,1118.999,763.121,709,742.326,495.148,829.0594244502986,0.4122959774654269,0.24977512002339514,2.487976416692599e-4,0.024561956960414164,Up
ENSMUSG00000009185.3,Ccl8,7362,4813,2609,1959,2093,1542,3239.0706479167866,0.48710589326366766,0.46804298638920044,2.530575065328648e-4,0.024801469390268092,Up
ENSMUSG00000023959.11,Clic5,911,1237,1864,4307,2550,2460,2413.379517282319,-0.4237808900740982,0.2820691109444531,2.6059388058821697e-4,0.025356347014069313,Down
ENSMUSG00000069769.14,Msi2,2118,2497,2910.999,5409,3887,3881,3511.611683487814,-0.36048201236078253,0.14366264647113525,2.6854767638214e-4,0.02594362373620317,Down
ENSMUSG00000052854.16,Nrk,23,60,27,219,136,99,66.23176344512281,-0.44899473590803113,0.5048455487550403,2.951080210716973e-4,0.028307347411309972,Down
ENSMUSG00000032035.17,Ets1,1437,1748.001,1470,3014,2050,2580,1913.4215374190385,-0.34326172284612544,0.12635469573188415,3.0249370422700443e-4,0.028811460208945316,Down
ENSMUSG00000022064.11,Pibf1,149.999,236,178.001,368,272.999,319.001,228.52702648574854,-0.35364441281836234,0.1394367206834379,3.110849951205798e-4,0.029422549363677216,Down
ENSMUSG00000008845.10,Cd163,667,899,1120,715,462,555,624.8040518781863,0.3810698362179471,0.19749363601628406,3.1737401864555736e-4,0.029808913904035856,Up
ENSMUSG00000022255.17,Mtdh,5798,6844,6556,9981,8099.999,8341.999,7247.574240336842,-0.24699783231920838,0.07523569313089587,3.2295892621301333e-4,0.030117001887209637,NS
ENSMUSG00000031887.14,Tradd,422,462,310,276,302.999,212,288.71423013419934,0.3729790223974565,0.17926708267352334,3.25107746804629e-4,0.030117001887209637,Up
ENSMUSG00000024121.14,Atp6v0c,17014.802,15145.294,12032.961,10043.175,11036.861,10479.215,11247.322066715113,0.35791007501561145,0.1491770029281142,3.3438413459321983e-4,0.030681710917345274,Up
ENSMUSG00000035296.15,Sgcg,1226,1658,1770,4437,2671,2439,2393.229439218375,-0.38414670413591046,0.21201822425366873,3.3800923672343405e-4,0.030681710917345274,Down
ENSMUSG00000039103.13,Nexn,3398.001,4329,5494,11099,8429,7433.999,7442.120113320698,-0.38375404584172973,0.2108047461978858,3.3754914436327e-4,0.030681710917345274,Down
ENSMUSG00000067869.5,Tcea1-ps1,36.069,59.228,42.001,129.385,96.694,101.342,63.46636982333065,-0.41703177584536905,0.30506978138351987,3.4282672498023607e-4,0.030911543035717953,Down
ENSMUSG00000030281.17,Il17rc,214,189,174,117,125,127,133.61631102155195,0.3775667492379398,0.19713900448530652,3.47800434528925e-4,0.031152323688766293,Up
ENSMUSG00000020717.20,Pecam1,1479.999,2064,1607.999,4580.999,2512.001,3052.001,2458.9166045127895,-0.3760559845390427,0.19513554836426972,3.5515928785480766e-4,0.031415907949522426,Down
ENSMUSG00000029780.15,Nt5c3,1460.999,1613,1406,2747,2139,1992,1850.8589867756048,-0.3142753060606818,0.10733748296101335,3.622049666045753e-4,0.031415907949522426,Down
ENSMUSG00000042446.17,Zmym4,689,1036,803.999,1483.001,1223,1391,927.2326750428045,-0.3384445575351606,0.12579737106618877,3.590335623543228e-4,0.031415907949522426,Down
ENSMUSG00000055639.17,Dach1,151,259,87,513,407,404,305.32609593890186,-0.4339361736236196,0.3666413390169762,3.560080453308399e-4,0.031415907949522426,Down
ENSMUSG00000057894.11,Zfp329,377,506,428,868,621,750,510.9928636222307,-0.35008672425333104,0.14015859200556133,3.623572377172273e-4,0.031415907949522426,Down
ENSMUSG00000006191.18,Cdkal1,377,406,418.001,765,583,566,479.00238649183154,-0.32795684444827333,0.11750377663790963,3.7647854388136965e-4,0.03171587672303118,Down
ENSMUSG00000033082.11,Clec1a,208,204,166,413,254,362,269.4706598702205,-0.356883471120726,0.1526755930316147,3.7080570877043024e-4,0.03171587672303118,Down
