chrom	length	bases	mean	min	max
JH584301.1	259875	26694	0.10	0	21
JH584301.1_region	259875	26694	0.10	0	21
JH584302.1	155838	11813	0.08	0	12
JH584302.1_region	155838	11813	0.08	0	12
JH584303.1	158099	64728	0.41	0	28
JH584303.1_region	158099	64728	0.41	0	28
JH584304.1	114452	114182588	997.65	0	18263
JH584304.1_region	114452	114182588	997.65	0	18263
MU069434.1	8412	292500	34.77	0	129
MU069434.1_region	8412	292500	34.77	0	129
MU069435.1	31129	28402585	912.42	0	2795
MU069435.1_region	31129	28402585	912.42	0	2795
total	2728222451	54804369706	20.09	0	20003587
total_region	2728222451	54804369706	20.09	0	20003587
